,mod,wt,km_10,km_100,gmm_10,gmm_100
90092,126,2264,4,32,8,37
90091,2,475,4,98,7,23
90090,3,934,4,79,7,70
90097,2,30,4,35,7,42
90096,3,31,3,54,8,36
90095,126,2264,4,26,7,8
90094,2,97,6,2,8,27
112811,0,11,4,26,7,8
112810,1,2,6,57,7,42
112813,0,346,3,32,8,42
112812,1,2,9,24,9,62
112817,26,889,3,32,7,42
112816,1,1407,4,26,7,54
112819,1,2,3,32,8,42
112818,1,59,4,44,7,8
94732,2,44,1,85,0,51
94733,2,7,4,26,7,54
94730,0,3,6,38,7,67
94731,2,65,3,68,8,21
94736,2,13,4,26,7,54
94737,126,2264,3,32,8,42
94734,0,12,4,19,8,65
94735,0,3,4,35,7,8
94738,0,22,4,99,7,34
94739,2,1036,4,26,7,54
87552,2,30,4,35,7,8
88581,0,271,9,10,7,3
87550,2,3,9,41,9,62
87551,126,2264,6,88,7,57
87556,126,2264,4,38,7,67
87557,2,79,6,2,8,3
87554,2,7,4,77,7,63
88587,0,1,4,44,7,8
88588,0,47,9,10,9,3
88589,2,7,4,54,6,36
2620917,2,7,4,54,7,36
98178,0,35,9,10,9,76
2620914,126,2264,4,51,7,56
2620913,2,1408,4,26,7,54
2620912,2,1409,9,11,7,76
2620911,126,2264,4,32,7,42
98179,0,36,9,10,9,62
1087740,8,1137,3,61,8,86
1087744,2,17,3,50,7,31
1087745,2,90,3,50,8,31
97830,1,5,3,50,8,31
97831,0,3,3,32,8,42
97832,126,2264,3,32,8,42
97833,0,30,6,50,8,31
97834,126,2264,9,99,7,62
97835,0,12,6,6,0,47
97836,1,5,3,32,8,42
97837,2,13,6,50,7,31
97838,0,3,6,50,7,31
97839,2,30,3,32,7,42
105152,1,5,3,32,8,42
105153,126,2264,9,10,9,3
95069,126,2264,3,96,8,28
95068,0,3,6,32,8,42
95065,126,2264,3,32,8,42
95064,0,22,6,2,8,42
95067,2,3,6,9,8,47
95066,2,13,3,50,8,31
95061,2,19,4,35,7,42
95060,2,13,6,32,8,42
95063,2,90,6,77,8,63
95062,0,1,3,32,8,42
105156,1,2,3,96,8,28
105157,1,2,9,10,9,53
117948,1,1,3,45,7,37
117949,2,1,4,38,7,67
99480,126,2264,9,41,9,93
117940,0,52,9,10,9,62
117941,2,1,4,35,7,42
117942,1,5,4,14,7,11
117943,2,1,9,11,9,76
117944,1,5,3,32,8,42
117945,1,1,9,41,9,93
117946,0,8,3,32,8,42
117947,1,5,4,81,7,73
111739,1,5,9,24,9,39
111738,1,5,3,32,8,42
111731,1,1,3,30,8,20
111730,2,1,6,32,8,42
111733,1,5,6,34,7,77
111732,1,5,6,32,8,42
111735,1,2,4,26,7,54
111734,1,2,6,14,7,11
111737,1,59,9,10,9,62
111736,1,59,9,24,9,39
89860,2,1111,4,51,7,56
89861,2,102,3,63,8,64
89862,2,1,3,32,7,42
89863,0,22,3,69,8,10
89864,126,2264,3,0,8,83
89865,2,9,3,96,8,28
89866,2,40,3,32,8,42
89867,2,111,3,19,7,66
89868,2,503,3,32,8,86
89869,0,1981,6,50,7,31
142898,2,1,6,63,0,64
142899,1,2,9,24,9,39
142894,1,3,3,32,7,42
142895,1,5,3,32,8,42
142896,1,5,3,96,8,28
142897,1,2,6,9,0,47
142890,2,1,3,78,8,30
142891,1,2,6,30,7,20
142892,0,1,3,32,8,42
142893,0,12,6,2,9,3
2783887,0,1,3,61,5,86
98378,2,3,8,8,5,85
98379,0,12,3,79,8,70
98376,0,22,6,32,8,42
98377,3,2,6,47,7,32
98374,1,3,3,32,8,42
98375,1,3,6,50,8,31
98372,1,3,4,98,7,37
98373,0,10,0,3,3,19
98370,2,427,1,1,0,78
98371,3,1,3,77,7,63
92929,0,50,6,32,8,42
92928,2,22,9,41,9,62
110064,1,5,6,50,8,31
110065,1,2,3,32,8,42
110062,1,1,9,39,9,53
110063,0,12,6,32,8,42
110060,1,2,9,41,9,62
110061,1,83,6,32,8,42
92921,126,2264,3,30,7,20
92920,0,22,6,10,7,3
92923,0,52,6,50,7,27
92922,126,2264,4,35,7,8
92925,0,1,3,46,8,91
92924,3,28,4,35,7,48
92927,1,5,6,33,8,78
92926,2,187,3,61,8,86
93034,1,3,6,2,8,27
93035,0,22,4,99,9,34
93036,2,379,6,6,8,47
93037,2,475,9,99,9,34
93030,2,90,3,78,9,30
93031,2,739,3,32,8,42
93032,2,129,1,6,0,51
93033,2,379,3,32,8,42
93038,2,2203,9,10,9,93
93039,3,2204,1,32,0,51
104379,0,36,6,77,8,63
104378,1,2,4,35,7,48
111846,1,1,3,55,8,21
96008,126,2264,9,99,9,34
96009,0,12,9,24,9,76
96002,0,50,3,33,8,78
96000,2,13,4,38,7,67
96001,0,584,4,26,7,54
96006,1,1,9,99,9,34
96007,126,2264,6,2,8,66
96005,0,3,6,10,7,3
106203,2,68,6,14,7,11
106205,2,68,6,32,8,42
106204,2,68,4,32,7,42
106207,1,2,4,35,7,65
106206,2,68,3,32,8,42
106209,2,44,3,77,8,63
106208,1,5,1,62,0,16
149649,2,14,3,32,8,42
97354,3,1411,3,32,8,42
97357,2,40,3,32,8,42
97356,1,1,4,98,7,37
97351,0,3,9,41,9,93
97350,1,3,9,11,9,76
97353,90,3,4,35,8,51
97352,3,28,3,32,8,42
97359,0,47,3,53,8,35
97358,0,22,9,11,9,76
99137,2,13,3,32,8,42
99136,0,3,3,32,0,42
99135,0,13,9,10,7,3
99134,126,2264,1,62,0,16
99133,0,140,9,32,9,76
99132,2,9,3,32,8,42
99131,2,274,9,10,7,3
99130,1,2,3,55,8,21
100601,0,12,1,62,0,16
99139,0,69,1,85,0,78
99138,0,3,3,32,7,42
84929,126,2264,6,38,7,67
107558,1,5,9,24,9,39
107559,2,30,6,34,7,77
107556,0,21,6,14,7,11
107557,126,2264,6,14,8,11
107554,1,5,1,62,0,16
107555,0,52,6,2,8,27
107552,2,68,9,10,9,76
107553,1,5,9,41,9,93
107551,1,5,6,9,0,47
3191119,126,2264,6,9,0,47
3191118,126,2264,4,54,7,36
3191117,126,2264,4,77,7,63
84920,126,2264,3,32,8,42
84921,126,2264,6,9,0,47
102009,0,229,4,51,7,56
102008,0,836,3,32,8,42
102007,2,350,3,32,8,42
102006,2,465,1,62,0,16
102005,2,25,9,99,9,62
102004,0,12,9,24,9,62
102003,0,3,4,99,7,34
102002,0,3,3,68,8,24
102001,2,7,9,10,9,3
102000,3,1417,3,32,0,42
118239,1,3,6,6,0,47
118238,1,1,3,32,8,42
146986,2,30,3,35,8,42
146984,1,2,9,99,9,34
146985,1,1,9,99,9,34
146982,1,2,3,78,4,30
146983,2,1,3,32,8,42
146980,1,2,1,62,0,16
146981,1,2,3,78,3,30
180910,126,2264,9,24,9,39
88225,0,1419,6,10,7,88
96036,1,1,6,77,8,63
106784,2,68,4,26,7,54
106785,1,1,9,39,9,53
106786,1,2,3,78,8,30
106787,1,1421,6,9,0,47
106782,0,10,6,32,8,42
106783,1,83,3,32,8,86
106788,2,1,3,32,8,42
106789,1,5,9,24,9,39
96034,126,2264,6,34,7,77
91599,1,2,9,41,9,93
91598,1,2,6,9,8,47
91595,0,105,3,32,0,42
91594,0,165,3,32,8,42
91597,2,1,4,14,7,88
91596,2,162,4,26,7,88
91591,2,437,1,35,0,56
91590,2,57,6,9,7,77
91593,2,13,9,10,9,3
91592,2,2093,1,6,0,22
145679,1,1,4,51,7,56
145678,2,1,4,8,0,85
96032,0,22,3,45,8,37
145671,2,1,4,38,7,67
145670,1,83,6,77,8,63
145673,2,30,3,32,8,42
145672,1,5,3,32,8,20
145675,2,30,6,77,0,63
145674,2,2,6,2,0,27
145677,2,1,3,78,8,30
145676,1,2,6,95,8,23
105847,2,0,4,44,7,8
105844,1,2,1,51,7,16
109179,1,59,3,78,9,30
105843,1,1,4,51,0,56
105848,1,2,6,34,7,77
105849,0,30,1,6,0,22
111374,0,12,4,34,7,11
131143,1,2,4,35,7,8
131144,1,2,9,10,7,3
131145,2,1,6,68,8,42
131146,1,83,1,97,0,22
131147,1,1,3,32,8,20
131149,1,5,6,10,7,3
92028,2,129,1,97,4,22
92029,46,450,6,10,9,3
92024,2,626,6,54,7,36
92025,126,2264,4,38,7,67
92026,126,2264,9,41,9,62
92027,0,12,9,39,9,53
92020,2,439,9,11,8,76
92021,2,51,3,23,3,18
92022,2,7,1,85,9,78
92023,126,2264,0,86,3,66
618679,1,2,9,39,9,53
1096222,0,3,9,39,9,53
86939,126,2264,4,98,7,37
86938,0,1423,9,11,9,76
86933,126,2264,9,99,7,62
86932,2,9,4,38,8,67
86931,2,30,1,85,0,78
86930,0,22,6,10,7,3
86937,2,44,6,9,0,47
86936,3,316,9,99,7,34
86935,126,2264,9,43,7,5
86934,2,68,4,32,7,42
94596,0,3,9,10,9,76
94597,0,12,9,41,9,62
94594,0,3,0,3,3,19
94595,10,7,9,41,9,62
94592,0,50,3,32,8,42
94593,3,268,4,82,8,35
84795,126,2264,4,44,7,8
84794,126,2264,3,69,8,10
84797,126,2264,6,32,8,42
84796,126,2264,6,32,8,42
84791,2,1424,3,32,8,42
84790,126,2264,6,34,0,77
84793,126,2264,4,51,7,56
84792,126,2264,1,62,0,16
94591,0,3,4,99,9,34
84799,126,2264,3,79,8,70
84798,126,2264,0,86,3,94
85770,3,2,4,38,7,67
85771,2,228,4,26,7,54
85772,126,2264,9,11,9,62
85773,126,2264,6,48,8,71
85774,2,975,6,98,9,37
85775,1,1,4,38,7,67
85777,2,30,6,2,7,42
85778,126,2264,3,27,8,14
85779,126,2264,3,32,8,42
2402836,2,1425,6,32,8,42
87688,0,50,6,54,7,36
87689,2,69,4,54,7,36
87686,126,2264,1,62,7,16
87687,2,50,4,26,7,54
87684,0,3,3,38,3,67
87685,4,1426,6,19,7,65
87682,2,1427,3,32,8,42
87683,3,678,3,61,8,86
87680,2,1,1,33,4,78
87681,2,44,3,32,8,42
2620855,126,2264,6,95,8,23
2620852,126,2264,9,10,9,3
86483,2,1429,9,23,9,18
86482,0,411,3,32,8,42
86481,126,2264,9,24,9,62
86480,1,12,3,77,7,63
86487,126,2264,4,38,7,67
86486,2,1430,4,44,7,8
86485,126,2264,6,95,7,23
86484,2,13,4,35,7,8
86489,126,2264,4,51,7,94
86488,2,240,4,35,7,48
88939,0,0,3,78,3,30
88938,2,9,9,10,9,62
88935,3,1,3,32,8,42
88934,126,2264,3,99,8,34
88937,2,44,3,32,8,42
88936,126,2264,3,79,8,70
88931,3,95,5,20,2,15
88930,2,9,3,32,8,42
88933,126,2264,6,77,8,63
88932,2,1431,3,32,8,42
86159,126,2264,3,30,8,20
86158,2,9,6,2,8,3
86151,2,2,9,39,9,53
86150,8,1,4,26,7,54
86153,2,37,6,2,9,3
86152,126,2264,9,41,9,62
86155,3,31,9,99,9,62
86154,0,22,1,97,0,51
86157,1,1,1,62,7,16
86156,0,1,3,57,0,51
219509,1,1,6,34,0,11
219508,2,76,4,44,7,8
88689,2,9,4,99,7,34
88688,2,2126,1,62,0,16
88683,2,69,4,51,7,8
88682,0,3,4,38,7,67
88681,126,2264,9,10,9,3
99041,1,12,9,10,9,76
88687,126,2264,1,62,0,16
88686,2,187,8,31,4,4
88685,126,2264,4,38,7,67
88684,79,1432,3,66,7,6
1688164,3,1433,3,53,0,48
89086,126,2264,6,95,9,23
89087,126,2264,1,62,0,16
89084,126,2264,4,19,7,65
89085,126,2264,6,77,7,63
89082,126,2264,9,41,9,62
89083,1,1,3,32,8,42
89080,126,2264,3,55,8,65
89081,126,2264,3,78,3,30
96248,2,1,4,1,7,48
96249,0,802,3,78,8,30
89088,126,2264,3,53,8,30
89089,126,2264,3,69,8,10
96330,2,90,6,77,8,63
96331,2,1,6,34,0,77
96332,0,1,6,99,7,34
96333,3,92,9,10,9,3
96334,0,50,9,10,9,3
96335,0,12,9,11,8,76
96336,0,50,3,55,7,42
96337,2,9,6,48,8,71
89338,2,1436,3,55,8,21
89339,2,9,4,38,7,67
89334,0,35,4,98,7,37
89335,76,908,6,45,7,45
89336,1,2,4,44,7,8
89337,3,92,3,23,7,18
89330,0,22,4,26,7,54
89331,0,22,3,30,8,20
89332,111,1437,3,33,8,78
89333,0,315,6,9,7,47
103505,1,2,4,99,7,34
103504,0,21,9,11,9,76
103507,0,12,9,99,9,62
103506,126,2264,6,53,8,42
103501,0,1438,6,9,0,47
103500,2,1,6,9,0,47
103503,2,130,3,69,8,10
103502,0,1,4,26,7,54
103509,0,5,4,2,7,27
103508,0,1,6,34,7,77
94088,0,12,9,10,9,76
94089,1,2,4,38,7,67
88847,15,1584,3,55,8,21
94080,2,57,9,11,9,76
94081,2,50,4,26,7,54
94082,1,2,3,39,8,53
88846,15,1588,3,32,8,42
94084,1,2,9,10,7,3
94085,0,2130,4,98,7,37
94086,2,7,4,35,7,8
94087,126,2264,6,9,9,47
90978,2,102,4,68,7,13
90979,2,3,4,26,7,54
103346,0,21,4,99,9,34
90970,2,131,9,24,9,39
90971,2,2131,4,99,7,34
90972,0,44,3,32,8,42
90973,2,53,9,24,9,39
90974,2,129,0,54,7,36
90975,7,1439,6,6,8,47
90976,7,1440,1,62,7,16
90977,0,9,4,44,7,8
97197,0,2161,1,67,0,51
97196,0,22,3,30,8,20
97195,3,201,6,9,0,47
97194,3,567,4,38,7,67
97193,3,2,9,10,9,62
97192,3,2,6,10,7,3
97191,2,7,1,33,6,78
97190,3,13,6,9,7,47
97199,0,3,3,83,8,0
97198,2,1021,3,23,3,18
99331,1,3,3,23,3,18
99330,1,3,3,10,7,3
215071,1,1,4,35,7,48
99332,0,12,1,51,0,56
215077,1,1,3,1,7,48
99334,126,2264,3,32,8,42
99337,0,22,6,34,7,11
100839,0,21,9,10,9,3
99339,0,116,4,13,4,54
99338,2,274,4,38,7,67
118268,1,5,6,34,9,77
118269,1,1,9,43,9,5
118264,1,5,9,41,9,93
118265,2,2,1,62,0,16
118266,1,2,3,45,3,45
118267,0,36,3,45,8,37
118260,0,1,3,77,7,63
118261,2,1,3,77,8,63
118262,2,1,3,30,8,20
118263,1,1,3,13,8,42
107822,2,68,8,31,4,4
100831,2,9,3,30,8,20
100832,0,1441,6,19,7,94
107821,1,5,4,55,8,65
90358,43,1442,4,35,7,66
90359,1,5,4,26,7,54
99489,0,47,9,24,9,62
99488,2,1,6,9,8,47
90354,2,240,4,14,7,11
90355,3,232,6,14,7,88
90356,8,313,1,62,0,16
90357,2,1418,4,35,7,8
90350,2,13,6,6,0,47
90351,2,9,4,95,8,88
99481,1,1,9,10,9,3
100835,0,3,3,24,8,39
100836,2,30,5,20,0,15
100837,2,9,9,41,9,93
107057,0,52,4,26,7,54
91281,7,5,6,14,7,11
109595,1,59,4,99,9,34
106540,2,664,4,51,7,56
109597,1,2,6,38,7,67
109590,1,2,3,33,8,78
109591,0,287,6,34,7,11
109592,1,5,4,26,7,54
109593,2,30,6,14,7,11
94509,2,19,4,38,7,67
106819,1,1,4,44,7,8
91759,58,606,4,38,7,67
91758,2,53,9,99,9,62
106814,2,1,5,20,2,68
91756,2,30,0,29,7,19
91755,126,2264,5,20,2,68
106817,2,30,6,34,7,77
91753,1,5,6,1,7,78
106811,2,68,4,51,7,56
94503,126,2264,6,2,9,27
91750,1,2153,3,54,7,36
97975,1,1,4,35,7,29
97974,0,3,4,26,4,54
97977,2,20,6,43,8,5
97976,0,36,4,35,7,8
97971,0,3,6,34,7,11
97970,0,3,6,1,7,78
97973,0,128,6,34,9,77
97972,0,3,1,62,0,16
97979,0,12,4,14,7,11
97978,2,20,4,14,7,11
2678134,2,0,3,55,8,72
2678135,2,1,6,34,7,42
2678133,0,30,4,26,7,54
92228,126,2264,4,19,7,65
92229,0,156,4,26,7,54
92226,126,2264,9,10,9,76
92227,0,1444,4,68,7,54
92224,126,2264,6,14,7,11
92225,3,435,6,2,7,27
92222,2,80,4,98,9,37
92223,0,12,4,26,7,54
92220,1,2,4,98,7,8
92221,2,9,9,99,9,62
111506,1,5,3,33,9,78
111507,1,5,6,32,7,29
111504,1,5,6,9,9,3
111505,1,5,6,6,8,65
111502,2,2,4,42,7,42
111503,1,1,3,32,8,42
111500,1,5,4,35,7,42
111501,1,3,4,38,7,88
111508,2,1,6,2,8,27
111509,1,83,4,98,7,37
110459,2,68,4,38,7,67
110458,1,1,9,10,9,62
99814,2,40,4,26,7,54
99815,0,3,9,41,9,62
99816,0,69,6,2,7,65
99817,0,1446,9,99,9,62
99810,3,1301,6,19,8,66
99811,1,3,1,97,7,22
99812,0,69,4,88,7,57
99813,2,17,3,0,8,83
99818,126,2264,4,54,7,36
99819,3,2,3,68,8,42
104504,1,83,4,38,7,88
104505,2,2,6,2,7,27
104506,0,12,4,26,7,88
104507,2,90,1,1,0,51
104502,0,12,4,26,7,54
104503,1,1,4,44,7,8
104508,1,2,6,95,7,23
104509,1,5,4,14,7,11
105675,2,1448,4,14,7,11
105674,0,22,9,10,9,62
105677,2,802,9,39,9,53
105676,2,664,4,51,7,56
105670,2,44,9,99,9,34
105673,2,1,6,73,0,40
105672,0,21,3,56,8,30
105679,1,2,9,24,9,39
105678,2,68,4,23,7,18
102906,0,2,4,51,7,56
102904,0,36,5,55,2,21
102905,3,1449,5,20,2,15
102902,0,21,5,20,2,68
102903,2,151,6,38,7,67
102900,0,21,6,9,7,47
102901,1,5,4,13,8,54
2620974,126,2264,6,34,7,77
3170727,126,2264,4,99,9,34
3170729,126,2264,9,39,9,53
3170728,126,2264,1,85,0,51
2620972,126,2264,3,78,3,30
90598,2,44,6,9,0,47
95512,126,2264,6,34,7,77
100218,2,1,3,88,7,57
107749,2,30,3,38,7,67
107748,1,1,4,38,7,67
107747,2,30,1,6,0,51
107746,1,2,6,1,7,78
107745,1,83,6,34,9,34
107744,0,12,6,14,7,11
107743,1,1,6,19,7,66
107741,1,2,4,26,7,54
107740,1,2,9,10,9,3
90592,2,7,6,10,9,3
90593,2,122,4,43,7,5
2812209,1,5,4,26,7,8
109819,1,2,4,19,7,65
109818,0,36,1,62,7,16
109815,1,5,4,38,7,67
109814,1,2,9,99,9,34
109817,1,5,6,95,8,23
109816,1,2,1,97,0,22
109811,0,1,4,26,7,54
109810,1,59,4,38,7,67
109813,1,5,9,39,9,53
109812,0,36,3,32,7,42
112763,1,3,1,85,0,78
112767,1,5,9,10,9,3
112766,0,1,4,26,7,54
112765,0,12,3,32,8,76
112764,1,2,1,67,0,51
112769,17,5,4,68,7,13
112768,1,1,9,10,9,62
91824,0,3,3,30,7,20
100438,0,69,6,9,7,47
100439,2,139,9,24,9,39
100434,1,2,3,32,7,42
100435,0,21,5,71,2,81
100436,1,1451,4,23,3,18
100437,0,794,4,35,7,56
100430,1,1452,6,14,7,11
100431,3,1395,1,51,0,84
100432,0,1,4,26,4,29
100433,1,2,1,57,0,16
108140,126,2264,1,63,0,64
108145,0,1453,4,51,7,56
108146,1,5,4,38,7,67
108147,2,68,9,99,9,34
108148,1,2,6,14,0,11
108149,1,1,3,63,0,64
1964908,0,21,4,14,7,11
91822,126,2264,6,2,7,27
86018,2,44,4,26,7,54
86019,2,7,4,26,7,54
86010,2,1455,9,11,9,76
86011,126,2264,4,35,7,13
86012,2,223,3,45,8,45
86013,2,1456,6,2,7,27
86014,1,12,6,98,7,37
86015,112,1457,9,11,9,76
86016,113,1458,4,44,7,8
86017,2,386,4,44,7,8
91256,1,5,9,10,9,3
91257,2,1644,9,10,9,62
91254,0,3,6,95,7,23
106596,1,5,4,38,7,67
91252,2,742,4,6,0,51
91253,8,97,6,2,8,3
91250,0,105,3,14,3,11
91251,2,102,6,9,9,77
106599,1,5,9,99,9,62
106598,1,2,9,48,9,71
91258,3,1459,3,78,3,30
91259,0,14,3,69,9,10
100290,2,76,4,99,9,34
100291,126,2264,4,35,7,8
100292,0,36,6,2,7,27
100293,1,2,3,55,7,94
100294,2,9,1,97,0,22
100295,2,30,4,26,7,54
100296,1,5,4,44,7,8
100297,1,5,4,99,7,34
100298,126,2264,6,88,7,57
100299,0,12,6,43,7,5
101749,1,1,1,85,0,51
101748,2,14,4,44,7,8
101745,2,76,4,24,9,39
101744,2,1083,4,51,7,56
101747,0,22,6,2,7,37
101746,0,82,6,1,0,48
101741,1,5,4,19,7,65
101740,2,1,6,88,7,57
101742,0,12,9,99,9,34
87949,2,9,4,2,7,3
87948,2,3,3,55,7,94
87945,0,1460,3,23,7,18
87944,126,2264,9,99,9,62
87947,3,3,4,99,9,34
87946,4,1461,9,24,9,39
87941,0,3,3,57,8,70
87940,3,858,9,99,9,62
87943,126,2264,9,99,9,34
87942,0,1,1,33,0,78
92730,2,9,4,44,7,8
92731,3,678,9,99,9,34
100263,2,1,6,34,7,65
92733,0,3,4,50,8,31
92734,2,9,3,88,7,57
100264,2,1,4,38,7,67
92736,1,2,4,43,7,5
92737,1,5,4,95,7,23
100269,2,9,4,98,7,37
92739,2,53,3,19,3,66
100214,2,50,6,77,7,63
85091,126,2264,6,19,7,66
85090,126,2264,4,98,7,8
85093,126,2264,4,19,7,94
85092,126,2264,4,38,7,13
85095,126,2264,4,19,7,94
85094,126,2264,3,19,7,66
85097,126,2264,1,51,0,56
85096,126,2264,4,38,7,67
85099,126,2264,6,99,9,34
85098,126,2264,3,32,8,42
100215,0,1,4,38,7,67
85635,126,2264,6,34,7,77
85634,126,2264,3,32,8,42
85637,2,2,9,99,9,34
107312,1,83,3,63,8,64
85631,0,12,6,9,0,47
85630,2,1772,4,98,7,65
85633,2,13,4,91,4,55
85632,2,1,4,19,7,65
85639,0,1,4,26,7,34
85638,2,2215,4,82,8,35
104010,1,2,4,14,7,11
89987,16,142,4,44,7,8
108804,0,12,4,44,7,8
89985,36,2221,4,26,7,54
108806,0,346,9,68,9,34
89983,8,648,4,99,7,34
89982,3,137,1,80,7,99
89981,3,1242,3,63,0,64
108802,1,5,9,41,9,62
108809,1,2,4,67,0,56
108808,1,5,4,44,7,8
89989,2,382,3,32,7,42
89988,3,1234,9,10,9,62
87163,2,14,6,9,9,77
87162,2,44,3,30,8,20
87161,2,154,9,99,9,76
87160,0,22,3,13,8,42
87167,2,1463,6,55,7,65
87166,2,373,4,13,4,54
87165,2,7,3,78,9,30
87164,126,2264,4,26,7,54
87169,2,7,4,26,7,54
87168,2,398,4,97,0,22
118449,1,5,6,34,7,37
118444,1,5,1,62,0,16
118445,17,2,4,35,7,64
118446,1,5,9,99,9,62
118440,0,21,9,41,9,93
118441,2,13,9,24,9,39
118442,0,52,4,51,7,56
118443,1,83,4,99,7,34
95924,2,76,5,20,2,15
95925,126,2264,5,20,2,15
95926,2,57,1,62,0,16
95927,2,1,3,55,8,65
95920,2,274,3,93,8,72
95922,0,22,3,96,3,28
95923,126,2264,9,24,9,39
95928,95,13,4,99,7,34
88768,126,2264,4,38,7,67
88769,0,12,4,44,7,8
88764,126,2264,6,34,8,73
88765,2,9,6,14,7,11
88766,2,632,3,13,8,42
88767,126,2264,1,62,0,16
88760,0,35,3,32,8,42
88761,0,21,6,14,7,11
88762,126,2264,6,34,7,77
88763,126,2264,9,10,9,3
107211,0,804,1,6,0,16
107210,1,5,6,34,0,77
97786,0,22,3,78,2,30
97787,0,36,6,34,9,77
97784,3,2,5,20,2,50
97785,3,1465,5,20,2,15
97782,1,1,1,51,0,56
97783,3,204,4,38,7,67
97780,2,1,4,0,8,83
97781,1,3,3,74,7,45
97788,0,47,4,98,7,37
97789,3,352,6,6,0,47
94329,2,588,3,32,8,20
94328,0,233,4,35,7,48
94325,1,2,4,13,4,54
94324,2,382,6,30,8,20
94327,1,2,9,10,9,3
94326,2,13,3,32,8,65
94321,126,2264,9,99,9,34
94320,2,2,1,85,0,16
94323,1,2,4,98,7,37
94322,2,728,4,43,7,5
90839,2,106,6,43,7,5
90838,2,42,6,9,0,47
90835,2,100,6,2,7,27
90834,2,42,1,62,0,16
90837,2,1466,1,62,7,16
90836,0,1,1,53,0,22
90831,126,2264,6,1,0,77
90830,126,2264,6,77,8,63
90833,3,1467,4,38,7,67
90832,2,97,6,10,7,3
96789,126,2264,6,2,7,42
96788,114,718,4,35,7,56
96785,2,189,8,81,5,73
96784,2,2,6,34,0,11
96787,2,13,9,32,9,76
96786,1,3,3,45,3,37
96781,2,13,4,33,0,78
96780,0,36,4,63,7,64
96783,3,41,6,38,7,67
100880,0,10,6,9,0,77
97438,2,1,6,34,0,11
97439,1,3,4,35,7,8
97434,0,22,4,35,7,48
97435,0,3,4,38,7,67
97436,126,2264,9,41,9,7
97437,1,2,4,99,7,34
97430,0,3,6,34,8,42
97432,1,2,9,99,9,34
97433,0,3,6,34,0,77
90789,8,1468,1,81,7,73
90788,2,42,6,9,0,77
90783,2,7,4,2,7,27
90782,0,3,3,32,8,42
90781,0,22,0,3,3,19
90780,2,76,4,38,7,67
90787,2,51,1,67,0,4
90786,2,1470,4,67,0,8
90785,2,1471,9,10,9,3
90784,2,35,1,51,0,56
95498,126,2264,3,32,7,42
148798,1,3,6,63,7,64
95494,2,13,4,38,7,67
95495,2,12,4,19,7,65
95496,3,356,4,19,7,65
148796,2,0,4,45,7,45
95490,0,3,9,10,7,3
95491,3,352,1,73,0,40
95492,3,502,9,24,9,39
95493,15,1472,9,24,9,39
99698,2,985,9,24,9,39
99699,40,1,6,9,0,47
99696,0,69,9,24,9,39
99697,0,36,9,24,9,39
99694,2,13,9,24,9,39
99695,0,3,9,24,9,39
99692,1,2,9,24,9,39
99693,0,3,9,24,9,39
99690,0,1475,6,9,0,47
99691,0,10,3,32,8,42
95148,0,50,1,62,7,16
95149,0,10,4,35,7,8
95142,0,105,6,34,7,77
95143,2,13,6,77,7,63
95140,0,1476,4,54,7,36
95146,0,50,1,97,0,22
95147,2,427,3,78,9,30
95144,3,89,4,35,7,29
95145,2,1477,6,9,0,47
112561,2,1,1,62,0,16
112560,0,30,3,55,7,65
112563,1,1,4,38,7,67
112562,2,5,6,2,7,27
112565,2,1,9,10,9,3
112564,1,1,1,63,0,64
112567,2,1,9,10,7,3
112566,1,2,4,44,7,8
112569,1,30,9,24,9,39
112568,2,30,9,24,9,39
93465,2,7,9,24,9,39
93464,0,35,4,35,7,48
92550,2,175,9,24,9,39
111209,0,1,9,24,9,39
111208,1,2,6,34,7,11
1268548,2,1,6,19,7,66
111201,0,1,6,2,7,27
111200,1,1,4,99,9,34
111203,2,1,3,55,8,30
111202,2,1,3,32,0,51
111205,0,1,6,9,7,47
111204,1,2,4,26,7,54
111207,1,2,9,10,9,3
111206,1,2,4,19,7,65
91490,0,3,3,35,8,48
91491,2,9,4,38,7,67
91492,126,2264,6,99,9,34
91493,3,645,4,98,7,37
91494,2,2,9,10,8,3
91495,2,53,6,34,9,77
91496,0,36,4,98,7,37
91497,2,851,1,97,0,22
91498,55,585,6,2,0,27
91499,2,128,4,26,7,54
103728,2,9,6,78,0,48
1288178,2,13,9,24,9,39
103725,2,2,3,32,8,42
103724,3,204,4,26,7,54
103727,1,2,1,85,0,51
103726,2,25,9,24,9,39
103721,2,30,9,10,9,93
103720,0,21,1,97,0,22
91272,2,30,9,41,9,93
103722,2,583,4,26,7,54
110556,1,2,9,24,9,39
110557,1,1,6,34,0,77
110554,1,5,3,83,8,0
110555,2,1,4,19,7,65
110552,0,1,3,19,7,94
110553,1,5,4,51,0,56
110550,2,1,4,88,7,57
110551,1,5,4,44,7,8
110558,1,83,9,10,9,62
110559,1,83,4,35,7,8
1236300,1,2,1,97,0,22
98648,0,47,4,51,7,56
98649,3,3,9,24,9,39
98646,3,41,9,24,9,39
98647,2,13,9,24,9,39
98644,0,1,3,55,8,65
98645,0,1,1,6,0,51
98642,0,21,1,6,0,51
98643,0,21,0,54,7,36
98640,3,1403,9,99,9,62
98641,2,13,6,38,7,67
99999,2,259,3,13,8,42
99998,2,48,9,10,7,3
99991,2,3,3,93,8,72
