,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100
96798,2,601,4,29,107,4,91
96799,2,1,4,62,454,3,99
96796,3,52,4,89,575,6,39
96797,0,602,4,88,793,3,57
96794,0,3,4,88,91,3,57
96795,1,2,4,31,945,9,89
96792,126,2264,4,54,61,0,60
96793,1,5,4,59,370,4,47
96790,0,5,4,12,212,6,7
96791,0,12,9,20,675,2,94
97449,2,475,4,89,576,8,3
97448,0,1,4,2,491,8,47
91283,0,35,4,81,229,8,82
97441,3,2,9,25,230,6,74
97440,0,9,4,29,107,3,99
97443,2,37,4,89,558,6,18
97442,2,29,4,97,10,5,26
97445,2,603,4,72,592,7,36
97444,0,50,4,24,158,1,93
97447,2,604,4,74,928,9,9
97446,0,3,4,93,122,8,47
90794,2,141,4,12,162,6,7
90795,2,141,4,73,151,6,74
90796,2,1,4,12,406,4,97
90797,0,139,4,12,10,9,40
90790,0,192,4,63,108,4,67
90791,2,19,4,12,162,6,7
90792,2,13,4,12,162,6,7
90793,2,139,4,50,617,2,13
90798,3,284,5,85,966,3,49
90799,0,1,4,12,719,4,52
118338,0,12,6,13,947,9,38
118339,1,2,4,45,97,0,71
118336,2,605,3,96,661,9,61
118337,2,7,4,31,945,4,10
118334,1,59,4,12,162,6,42
118335,1,5,4,86,665,4,51
118332,1,2,4,12,162,6,7
118333,1,2,4,12,476,3,84
118330,1,2,4,89,337,7,63
118331,2,1,4,35,94,2,6
109050,1,1,9,73,580,7,54
2365602,1,5,4,85,609,9,40
99519,0,12,4,73,151,2,74
99518,2,469,4,81,229,8,82
99515,3,356,7,45,882,0,71
99514,126,2264,0,34,840,5,97
99517,17,607,4,31,232,4,22
99516,0,3,3,61,118,9,61
99511,2,30,3,61,526,9,61
99510,1,2,9,10,602,3,23
99513,0,1,4,12,609,9,40
99512,1,5,4,74,143,9,40
107393,0,21,4,90,301,9,96
107394,1,83,9,58,191,2,74
92655,2,37,4,89,558,4,90
100169,3,611,4,31,821,3,28
95177,126,2264,4,88,793,4,57
95176,0,12,4,12,99,6,7
95175,2,432,4,12,107,8,2
95174,2,1,4,8,563,6,61
95173,0,3,4,12,637,2,86
95172,3,284,4,23,169,9,44
95171,0,12,4,50,617,2,95
95170,42,1653,4,12,544,6,18
100164,2,7,4,53,276,8,78
95179,2,90,4,12,212,6,7
95178,0,22,4,50,617,5,13
100165,0,1,5,31,344,4,22
109613,2,68,4,63,917,0,90
3160677,1,1,4,63,416,9,93
100163,0,1809,4,12,430,9,40
112558,2,68,9,73,900,3,84
112559,2,1,4,54,912,0,42
112557,1,5,4,12,10,9,84
94493,2,13,4,12,942,2,86
94492,3,1,4,5,702,4,46
94491,37,616,4,74,372,9,28
94490,0,47,3,61,526,9,61
94497,0,3,9,25,725,6,74
91468,3,617,4,21,62,1,22
94495,0,36,4,74,261,9,28
94494,0,618,4,12,99,6,7
91465,59,619,4,12,162,6,7
91464,2,52,9,73,151,2,74
91467,0,105,4,31,637,3,81
94498,0,35,0,37,351,5,26
91461,0,52,4,71,454,0,99
91460,0,22,4,12,162,4,52
91463,2,9,2,29,549,4,80
91462,2,14,4,74,928,9,40
2810526,2,30,4,12,868,7,74
111235,1,2,4,12,162,6,7
111236,1,2,4,16,576,3,74
111237,1,1,9,41,41,2,69
111238,2,2,9,58,897,2,86
111239,2,30,4,75,414,0,42
110547,1,1,4,49,758,3,74
110546,1,1,4,38,23,5,13
110549,1,5,4,71,651,0,37
110548,1,5,5,44,60,9,22
107066,1,2,4,85,354,4,22
98679,2,7,4,12,735,3,88
98678,126,2264,0,37,649,5,26
98673,0,22,4,63,679,9,90
98672,0,1,4,71,651,0,37
98671,1,2,4,12,764,0,84
98670,1,620,4,71,651,0,37
98677,2,259,4,63,120,0,90
98676,2,621,9,99,681,2,74
98675,2,622,8,26,740,6,40
98674,2,475,4,12,868,4,31
104496,1,2,4,46,751,3,59
104497,1,2,1,18,849,7,65
104494,1,5,9,71,847,3,37
104495,1,2,4,0,460,6,40
104492,2,7,4,74,766,9,28
104493,1,5,4,88,91,4,57
104490,1,83,4,12,476,4,22
104491,1,2,4,12,406,4,97
99982,0,1,4,12,406,4,97
99983,0,52,4,12,764,0,13
99980,0,21,5,44,534,9,9
99981,0,21,4,63,581,9,40
99986,0,1,4,85,936,1,70
99987,1,1,4,76,871,6,97
99984,2,675,4,12,166,1,22
99985,1,5,4,89,868,4,36
98581,1,3,4,70,886,8,43
98580,0,3,4,74,928,9,40
98583,2,623,4,12,806,8,31
98582,1,1,5,11,966,9,9
98585,2,202,4,31,945,9,56
98584,2,76,4,12,823,4,97
98587,2,7,4,76,476,0,91
98586,2,76,4,70,886,8,43
98589,2,25,9,25,398,3,58
98588,0,1,4,12,581,9,61
107063,1,1,4,65,392,3,67
104720,0,5,9,22,762,7,63
104721,2,68,4,12,806,0,91
104722,0,1,4,12,162,0,42
104723,0,12,9,76,217,3,28
104724,60,624,4,50,637,1,95
104725,2,7,9,76,753,1,26
104726,1,13,4,12,637,3,99
104727,1,30,4,72,592,7,36
104728,2,631,0,74,261,5,28
104729,2,68,4,12,162,6,17
107060,2,1,4,5,353,0,84
106380,1,59,4,10,369,4,91
106383,1,2,4,72,51,7,36
106384,2,13,7,52,533,8,46
106385,2,1,4,12,663,6,39
106386,0,30,4,75,414,0,42
106387,2,1,4,59,319,8,51
106388,1,2,4,90,289,9,84
102890,1,1,4,10,848,4,1
102891,7,5,4,31,395,3,83
102892,2,14,4,70,298,8,43
102893,2,9,4,31,634,0,83
102894,0,12,4,12,406,9,0
102895,2,11,4,12,673,7,11
102896,0,11,4,12,719,0,51
102897,0,36,4,12,717,8,34
102898,2,2,4,5,153,4,51
102899,2,626,5,85,966,0,91
106658,1,5,4,12,211,0,59
106659,0,30,4,38,23,5,13
106656,2,68,4,38,23,5,13
106657,2,30,4,60,820,4,56
106654,1,2,9,69,96,6,74
106655,2,1,4,31,216,4,34
102768,2,1,4,12,856,6,54
102769,0,21,4,12,520,6,82
102762,1,1,4,36,423,8,29
102763,0,1,4,89,119,6,32
102760,0,3,4,12,957,3,96
102761,2,206,5,11,503,3,37
102766,2,1,4,49,483,3,69
102767,0,1,7,52,533,3,16
102764,0,12,4,8,140,9,28
102765,0,3,4,12,529,9,31
89608,2,7,4,60,525,2,17
89609,2,9,4,12,476,4,97
112051,2,30,4,12,131,7,11
112050,1,1,4,30,232,4,0
112052,1,1,4,8,563,9,89
89600,2,65,4,12,823,4,51
89601,3,316,5,85,355,4,22
108582,1,83,4,31,717,8,3
89603,0,48,4,31,823,4,51
89604,2,92,4,89,558,0,90
89605,126,2264,4,85,476,0,91
89606,126,2264,4,12,476,4,91
89607,3,2011,4,54,672,0,42
103389,0,21,4,31,888,4,34
103388,0,52,4,12,152,5,67
103383,0,12,4,97,336,8,71
103382,3,1,9,25,315,6,72
103381,0,627,4,31,823,0,10
103380,0,21,5,36,193,2,29
103387,0,1,9,77,989,3,19
103386,2,30,4,54,912,0,60
103385,2,1,4,36,696,2,69
103384,2,68,4,5,353,4,18
109679,1,5,4,12,472,8,5
109678,2,1,4,97,973,8,20
88559,3,629,4,3,70,1,83
88558,2,630,4,30,644,4,57
88553,126,2264,4,83,237,7,76
88552,126,2264,3,96,364,9,61
88551,2,90,4,71,241,0,37
109672,2,2,4,74,985,9,40
88557,126,2264,9,58,116,2,74
88556,126,2264,4,12,430,0,42
88555,126,2264,4,59,188,8,43
88554,126,2264,4,60,728,2,17
103969,0,74,4,60,820,4,56
103967,3,89,4,49,245,2,74
103966,2,30,9,10,821,3,4
103965,2,68,4,12,823,6,74
103964,2,68,4,12,406,5,92
103963,7,5,9,58,43,2,74
103962,1,5,4,65,631,0,0
103961,0,12,4,12,212,6,7
103960,0,10,5,44,737,3,87
86234,2,44,9,73,580,3,81
86235,2,7,4,10,5,2,17
86236,2,632,9,58,488,2,74
86237,0,633,9,58,880,2,74
86230,2,8,9,22,331,1,45
86231,1,1,4,10,457,4,2
86232,2,634,4,12,637,3,37
86233,126,2264,9,73,847,3,19
86238,126,2264,9,77,366,3,35
86239,0,52,4,74,766,5,28
101529,2,44,4,12,676,2,69
101528,2,635,4,60,728,4,56
101523,2,128,4,31,945,9,40
101525,2,204,9,76,309,6,58
101524,0,82,4,3,70,4,97
101527,0,1,4,31,888,4,97
101526,2,9,0,37,479,5,26
94028,0,36,9,58,485,2,74
94029,3,339,9,58,485,2,74
2399333,1,5,4,12,536,2,55
94024,2,919,4,75,414,0,42
94025,2,2213,4,76,753,2,74
104232,0,12,4,72,475,7,36
104233,1,2,4,98,481,0,42
104230,1,2,4,36,727,2,65
104231,0,1,4,58,43,2,74
2620985,2,439,4,70,298,8,43
2620986,0,52,4,48,305,5,50
2620987,0,52,4,62,429,3,99
2620981,0,1,9,76,853,7,76
104237,2,259,4,89,558,0,67
104234,1,1,4,73,151,3,74
104235,1,1,9,73,845,3,84
2788684,2,1,4,12,440,0,60
108560,1,2,9,73,900,3,84
108566,2,7,4,12,900,3,84
89663,2,7,9,10,774,3,84
91762,2,13,0,17,115,0,15
91763,2,640,4,12,9,0,37
106823,126,2264,4,31,492,4,56
106822,1,2,4,10,405,9,89
106825,1,5,4,71,557,0,37
91764,2,380,4,71,557,0,37
91765,2,643,4,12,258,8,43
94969,0,97,5,44,534,9,9
94968,2,13,4,21,385,9,92
94963,61,644,4,22,570,4,8
94962,3,645,4,72,592,5,36
94961,2,437,4,76,406,4,97
94960,2,127,4,12,353,0,79
94967,2,646,4,12,370,8,51
94966,3,647,4,12,162,6,7
94965,126,2264,4,54,736,0,91
94964,2,3,4,97,65,8,46
110783,1,3,1,18,404,7,65
110782,1,1,4,89,719,0,90
110781,0,12,9,21,532,4,62
110780,0,12,4,12,162,6,82
110787,2,1,4,12,162,6,7
110786,1,5,4,76,440,2,17
110785,1,5,4,12,162,0,42
110784,1,5,4,12,162,2,17
110789,1,52,4,12,856,6,91
110788,1,5,4,63,270,1,28
111788,1,83,4,12,414,0,42
111789,1,5,4,12,406,4,22
111784,0,1,4,74,301,9,96
111785,1,2,9,25,680,2,86
111786,1,30,4,93,554,5,47
111787,1,5,4,85,405,6,56
111780,1,5,4,12,9,4,56
111781,1,5,4,10,43,2,74
111782,1,5,4,35,779,5,22
111783,1,1,4,35,643,5,6
213503,126,2264,4,31,823,8,5
213505,1,2,7,52,285,0,99
213504,31,2,4,83,237,7,76
96613,2,13,4,29,107,3,2
96612,8,648,4,5,618,0,99
96611,2,79,5,58,880,2,74
96610,1,2,4,31,232,4,22
96617,3,567,4,12,476,9,13
96616,2,76,4,85,9,4,97
96615,1,2,4,12,10,9,28
96614,2,649,4,30,611,8,34
96619,1,5,9,76,871,7,72
96618,126,2264,4,86,665,4,34
105039,1,2,4,74,711,9,40
105038,1,1,9,7,982,2,23
105033,2,130,4,76,309,3,11
105032,1,5,4,12,946,7,36
105037,2,13,4,12,390,0,92
105036,2,1,4,66,715,5,47
105035,54,309,5,85,344,0,56
105034,0,82,4,74,143,9,40
112427,1,1,4,12,414,0,42
94109,3,2,4,54,912,0,60
94108,8,630,9,69,670,6,86
94101,0,36,4,2,258,8,20
94100,2,379,4,30,644,2,0
94103,2,237,4,12,151,6,74
94102,0,1788,9,22,965,4,45
94105,2,439,4,12,581,3,67
94104,0,3,4,10,30,6,52
94107,126,2264,9,69,705,2,74
94106,126,2264,9,58,897,2,74
90619,126,2264,4,5,760,4,92
90618,3,1906,4,12,406,4,97
90611,2,40,9,25,96,6,58
90610,2,42,5,11,625,2,77
90613,0,3,5,85,163,9,99
90612,2,14,4,63,270,4,54
90615,3,2,4,74,372,9,28
90614,2,128,4,12,10,4,93
90617,126,2264,4,12,957,3,96
90616,2,21,4,58,116,2,74
112693,1,5,9,81,332,2,82
104813,1,1,4,72,592,5,36
104810,0,52,9,25,121,1,6
104811,0,52,4,88,657,1,57
112697,0,346,9,7,210,2,74
112696,1,1,9,20,675,2,94
112695,2,652,4,10,243,6,1
112694,2,1,4,85,354,9,22
112699,1,5,4,12,637,3,0
112698,0,1,9,7,821,3,4
102822,2,13,4,74,261,5,93
102495,0,21,4,76,753,7,63
99429,0,1,9,58,880,2,74
99428,2,290,9,77,845,1,35
147531,2,1,4,31,693,9,83
91058,2,141,4,97,105,0,3
91059,126,2264,4,2,258,8,20
106719,1,2,4,71,557,0,37
106718,2,68,4,71,241,0,37
106713,1,5,4,2,199,8,20
106712,2,30,4,63,917,0,90
106711,1,1,4,24,158,8,93
91053,2,1,4,12,260,1,72
91054,1,5,4,12,529,9,55
91055,87,768,4,31,945,9,13
91056,2,13,4,31,888,4,51
91057,1,2,4,12,520,6,77
101284,2,7,4,12,764,0,60
99708,2,30,4,12,162,2,45
99709,3,41,4,70,362,8,43
99704,3,28,4,12,868,2,86
99705,3,28,4,76,942,2,86
99706,1,2,4,12,260,0,3
99707,0,3,4,49,752,4,0
99700,0,36,9,73,989,3,35
99701,0,13,4,21,829,4,22
99702,2,563,4,12,123,6,98
99703,2,13,4,31,823,4,48
110428,1,2,9,22,570,2,74
101285,1,5,4,12,637,3,95
109477,0,131,4,31,698,9,28
109476,1,5,4,63,270,9,28
109475,1,2,4,50,86,7,95
2229179,126,2264,4,76,529,4,17
109473,0,1,4,76,868,2,74
109472,0,30,4,63,143,9,40
109471,1,5,4,12,520,4,18
109470,0,1,5,85,599,0,37
99425,2,654,9,76,309,7,76
109479,2,1,9,6,398,2,64
109478,0,36,4,55,101,7,4
110429,2,1,4,12,829,4,22
101287,2,154,4,12,761,0,32
107048,0,21,4,71,241,0,37
107049,2,9,4,31,549,4,45
92509,2,151,4,12,529,8,9
92508,6,87,4,74,372,9,40
107040,2,1,4,12,406,4,22
92502,77,1646,4,89,575,6,39
107042,0,36,4,31,492,9,28
107043,1,2,4,97,469,5,3
92507,2,90,4,12,151,6,98
92506,2,2080,4,12,528,6,54
107046,2,656,4,12,99,6,40
92504,2,1886,4,22,436,2,8
105183,1,5,4,12,10,3,28
110998,1,5,9,10,821,3,4
105182,2,1,4,71,557,0,37
110996,0,12,4,71,241,0,84
110997,0,1,4,71,557,0,37
110994,0,52,4,31,693,4,90
110995,2,68,4,31,888,0,91
110992,1,5,4,85,9,6,40
105181,0,1,4,12,304,0,13
110990,2,1,4,60,820,2,17
110991,2,1,5,85,612,4,56
105180,2,44,4,12,529,1,15
105187,2,68,4,74,301,9,28
105186,1,2,4,31,754,0,90
100904,0,659,9,69,464,3,74
100905,2,660,4,12,816,8,43
100906,1,2,4,31,622,8,47
100907,1,3,5,44,534,9,9
100901,0,36,4,71,651,0,37
100902,2,76,4,21,651,5,62
100903,3,1,9,25,309,7,76
98422,0,10,4,63,270,4,67
98423,3,7,5,44,934,3,87
98420,0,10,4,3,650,4,51
98421,123,1732,4,66,431,8,47
100908,7,5,4,90,84,9,96
100909,0,1,4,21,651,0,37
98424,2,13,4,31,945,3,0
98425,0,22,4,97,973,8,43
104023,0,203,4,31,888,4,51
93361,2,710,4,53,894,8,78
93362,126,2264,7,36,722,3,29
104020,1,3,4,36,437,2,29
104027,3,2,4,97,469,8,20
104026,2,9,4,12,719,0,51
101057,0,116,4,12,529,4,42
93367,2,13,4,31,693,0,90
101059,1,30,4,12,99,6,90
93369,0,315,4,31,748,8,20
104029,1,5,4,71,751,0,59
104028,2,25,4,75,250,0,42
85479,2,240,4,31,698,1,28
85478,126,2264,4,74,261,3,28
85477,2,7,4,72,475,7,36
85476,2,1013,5,11,310,9,9
85475,0,3,4,65,218,3,81
85474,126,2264,4,60,820,2,17
85473,2,128,4,12,414,0,32
85472,2,44,4,56,288,5,55
85471,1,1900,9,99,52,2,98
85470,126,2264,4,2,105,8,43
105370,2,1,4,4,867,8,47
105371,1,1,4,71,557,0,37
105372,62,7,4,12,719,0,34
105373,2,664,4,10,198,6,71
105374,0,12,4,5,702,7,11
105375,2,44,4,12,637,3,28
105376,0,1,4,38,812,5,13
105377,1,5,4,12,868,2,74
105378,2,9,4,12,120,0,90
2795279,0,1,4,12,581,4,90
2795278,1,83,4,12,198,4,97
109769,2,1,4,63,120,0,90
93183,126,2264,9,25,278,6,72
84708,126,2264,4,74,723,1,93
84709,126,2264,4,54,267,0,60
84706,126,2264,4,54,267,0,60
84707,126,2264,4,73,151,3,35
86414,126,2264,4,12,10,9,40
86415,1,2,5,88,793,9,57
86416,126,2264,4,10,322,3,29
86417,2,380,4,12,529,6,61
86410,2,13,4,12,973,8,20
86411,0,3,4,31,544,8,47
86412,2,13,8,26,2,6,66
86413,126,2264,4,89,140,9,22
86418,126,2264,4,71,241,0,37
86419,2,2104,4,63,416,9,10
108469,1,2,4,76,50,7,5
108468,2,68,9,60,5,2,17
108467,0,21,9,7,368,3,73
108466,1,5,4,74,698,3,4
108465,1,5,5,44,623,3,87
108464,1,5,9,60,712,4,94
108463,1,2,4,54,912,0,60
108462,1,2,3,61,526,9,61
1334753,1,2,9,7,487,6,77
1334755,1,2,4,2,258,8,43
1334757,1,2,4,12,10,4,8
89039,126,2264,4,63,416,4,34
89038,2,44,4,31,216,4,34
89033,126,2264,4,12,476,9,22
89032,126,2264,4,94,146,5,33
89031,126,2264,4,72,475,7,36
89030,126,2264,4,12,162,6,82
89037,2,44,4,2,630,6,20
89036,126,2264,4,12,370,4,51
89035,2,665,4,74,766,9,28
89034,126,2264,9,25,890,9,28
103028,7,1,1,66,891,5,4
103029,2,68,0,67,992,0,15
103026,0,3,7,52,231,4,51
103027,0,1,4,74,217,3,28
103024,2,1,4,31,888,9,83
103025,0,1,4,89,558,6,17
103022,126,2264,4,74,261,9,40
103023,1,5,4,31,492,4,97
103020,2,30,4,89,558,6,91
103021,0,666,4,89,337,6,91
109604,2,1,4,10,243,3,8
87428,126,2264,3,61,526,9,61
87429,126,2264,4,0,653,9,40
87426,126,2264,6,13,947,9,38
87427,1,1,4,66,954,5,47
87424,126,2264,4,12,162,6,79
87425,2,1,4,85,354,7,70
87422,126,2264,4,59,370,8,43
87423,126,2264,4,63,581,9,28
87420,126,2264,4,12,581,9,67
87421,126,2264,4,31,888,2,74
109606,1,1,4,12,9,9,13
106815,1,83,5,6,547,7,65
97108,2,29,5,71,356,0,37
97109,2,2,4,89,406,4,22
109607,2,1,9,77,990,2,74
97100,2,9,4,85,9,4,56
97101,3,369,9,22,17,2,8
97102,0,3,4,63,581,4,48
97103,2,668,4,62,454,1,99
97104,3,2,4,31,888,0,91
97105,126,2264,4,21,651,0,37
97106,2,130,7,52,533,0,16
97107,0,669,4,12,761,0,32
100599,0,21,4,21,511,5,62
100598,0,3,4,53,918,5,78
100597,0,2,4,12,520,4,56
100596,3,670,4,12,440,4,74
100595,2,3,6,13,192,9,38
100594,0,35,6,13,343,9,38
100593,0,35,0,17,115,0,55
100592,2,13,4,12,10,9,96
100591,0,3,4,66,431,5,47
100590,2,13,4,12,406,4,97
90981,0,52,4,12,406,4,97
88070,2,13,4,12,486,0,71
88071,2,414,4,12,325,3,35
88072,3,1,4,2,199,8,20
88073,63,671,4,8,563,9,61
88074,0,12,0,67,208,1,15
88075,0,12,9,25,278,6,58
88076,0,12,4,12,476,4,97
88077,2,7,4,12,816,8,43
88078,126,2264,4,2,258,6,5
88079,0,3,4,12,440,4,25
90980,2,13,5,30,555,2,34
100049,2,90,4,31,378,4,17
100048,2,21,4,12,900,3,84
100041,3,2123,4,31,945,0,34
100040,0,52,4,12,581,9,84
100043,0,2124,4,12,9,9,13
100042,2,1,4,23,54,9,44
100045,2,672,4,12,728,2,17
100044,1,1,9,25,133,7,65
100047,0,22,4,85,483,3,92
100046,0,35,0,79,226,5,22
2781925,2,1,4,12,492,0,55
2781926,1,30,4,31,395,4,51
111306,2,68,5,11,625,0,84
90459,2,673,4,2,258,8,43
90458,2,379,4,12,162,6,7
90453,3,674,5,85,966,6,56
90452,2,9,4,48,157,5,50
90451,3,92,4,12,491,8,7
3177200,126,2264,4,60,820,4,94
90457,2,139,4,74,143,9,96
90456,2,416,5,11,247,2,45
90455,2,52,9,30,787,2,34
90454,0,116,4,10,457,4,2
106813,0,69,4,4,622,8,47
107251,3,1,4,10,856,4,83
107250,2,1,4,54,672,0,60
107253,2,30,9,99,52,3,73
101316,1,2,4,85,430,3,0
101317,0,12,4,65,631,0,81
101314,2,1,4,98,795,0,60
101315,1,3,5,44,317,9,44
101312,2,274,4,74,372,9,28
101313,2,7,4,63,581,4,90
101310,2,675,4,12,162,0,42
101311,2,150,4,93,660,5,47
107255,2,30,9,25,725,6,74
101318,0,12,9,25,380,6,58
101319,0,36,4,24,388,8,93
112909,48,676,2,29,794,4,2
112908,48,676,4,63,900,3,84
107257,1,5,4,12,868,2,74
112903,2,2,4,12,162,6,74
112902,1,5,4,12,763,0,84
112901,1,1,4,84,816,8,43
112900,1,5,4,36,437,8,29
112907,2,30,4,12,973,8,43
112906,1,2,4,53,514,8,78
112905,1,59,4,70,298,8,43
112904,1,2,4,12,9,6,61
85136,126,2264,4,12,162,7,94
85137,126,2264,4,1,174,6,11
85134,126,2264,4,45,184,0,71
85135,126,2264,4,2,212,8,43
85132,126,2264,4,70,298,8,43
85133,126,2264,9,63,541,4,67
85130,2,441,4,97,336,8,51
85131,1,12,4,53,478,8,78
85138,126,2264,4,97,973,8,20
85139,2,677,4,65,111,1,28
90988,0,105,4,12,370,6,20
1637175,2,1,4,66,295,5,3
2959738,54,309,4,97,973,0,51
2959739,2,30,4,74,698,9,28
2959731,0,1,4,12,476,6,92
2959736,1,2,4,75,414,0,42
2959737,1,2,4,31,395,0,83
2959734,1,5,4,12,162,4,94
2959735,2,68,4,12,162,6,31
95241,3,2,4,12,244,9,39
95240,1,1,4,85,9,9,28
95243,0,1,4,24,388,8,93
95242,2,91,4,97,336,5,20
95245,0,588,4,12,162,4,52
95244,0,48,4,93,640,8,47
95247,126,2264,4,54,267,0,60
95246,0,22,4,71,267,0,60
95249,3,2,4,63,693,4,48
95248,2,335,4,63,581,4,90
111599,0,52,4,36,676,2,29
111598,1,2,4,12,226,5,13
111597,1,5,4,90,84,9,61
111596,1,5,4,71,764,0,37
95865,126,2264,4,31,200,0,83
95864,0,9,4,12,576,2,74
95867,2,19,4,97,336,8,78
95866,0,12,9,25,680,2,74
95861,126,2264,4,12,622,8,47
95860,2,8,4,66,295,8,62
95863,0,52,4,10,536,7,36
95862,0,3,5,11,625,2,91
95869,2,13,9,22,409,7,8
95868,1,2,4,2,105,8,43
93162,15,347,4,71,241,0,37
93163,126,2264,4,97,336,8,20
93160,2,204,4,3,650,9,94
104222,0,12,4,12,581,0,60
93166,0,284,4,58,43,2,61
93167,2,13,9,25,96,4,83
93164,2,154,9,25,141,2,17
93165,2,154,4,71,241,0,37
104229,1,1,4,76,900,3,84
104228,2,259,4,80,387,7,79
93168,2,402,4,12,131,7,94
93169,2,141,4,10,198,0,60
110248,1,59,9,10,5,1,94
110249,1,2,4,71,651,0,37
1991670,1,2,4,71,764,0,13
110247,1,5,5,85,354,9,49
110244,2,542,4,89,212,6,54
110245,1,5,4,59,370,8,43
104599,1,2,4,12,581,6,48
104598,2,2,9,99,363,2,98
104593,1,5,4,97,973,8,3
104592,1,2,4,63,108,4,48
104591,2,22,4,12,198,6,74
104590,1,5,4,56,714,5,55
104597,2,664,4,56,288,5,55
104595,2,2,4,12,162,4,52
104594,2,14,5,85,966,9,56
96301,2,9,4,12,304,0,13
96300,0,1487,4,12,198,6,52
89141,2,7,4,12,162,6,7
96302,0,12,4,76,775,4,78
96305,3,360,4,31,888,4,0
89146,2,9,9,73,594,2,86
89145,2,9,9,71,847,3,37
96306,0,3,4,74,374,3,28
98152,0,116,4,12,258,6,7
98153,2,0,4,53,276,8,78
98150,3,2,9,25,861,2,8
98151,0,22,4,2,973,8,20
98157,0,12,4,70,362,8,43
105178,2,30,5,11,344,0,37
105179,1,5,4,12,729,6,82
105176,1,1,4,3,395,0,83
105177,2,0,4,12,764,0,84
105174,126,2264,4,50,516,1,95
105175,2,68,4,22,461,4,56
105172,1,1,4,31,888,0,10
105173,2,68,4,89,378,4,18
105170,2,44,4,10,5,4,56
105171,2,68,4,35,94,5,43
1521208,126,2264,4,12,476,7,62
93838,0,233,4,54,414,0,42
93839,0,682,4,12,314,6,40
93834,126,2264,4,12,529,6,42
93835,2,683,2,29,794,4,18
93836,2,9,4,45,184,0,71
93837,2,13,4,98,795,0,60
93830,2,9,9,73,580,7,35
93831,2,90,4,67,237,1,76
93832,0,105,4,70,45,8,43
93833,0,48,4,12,258,8,61
102339,2,274,4,53,276,8,78
94912,0,273,4,37,318,5,26
3205736,126,2264,4,59,441,8,43
102331,3,543,4,4,622,8,20
102330,0,12,4,8,43,6,61
102333,1,1,5,85,355,4,22
102332,0,3,4,31,232,4,22
102335,0,30,4,75,61,0,42
102334,1,5,4,12,211,3,76
102337,0,21,9,7,291,2,74
102336,0,82,4,4,544,8,51
112248,1,5,4,58,43,2,74
112249,0,36,4,76,43,2,74
112244,48,676,2,29,955,2,80
112245,0,1,4,12,406,4,97
112246,2,1,9,76,725,2,74
112247,2,1,4,12,162,6,42
112240,1,5,4,12,775,4,78
112241,0,1,4,12,10,4,96
112242,0,12,9,25,680,6,86
112243,126,2264,9,20,185,4,94
108664,1,5,4,66,431,5,47
108661,1,1,4,0,460,1,66
108660,1,2,4,38,239,5,13
108663,1,5,4,66,954,5,62
108662,1,2,4,22,461,4,56
91159,2,1,4,35,259,2,43
91158,0,3,7,39,732,8,16
91155,0,687,4,12,957,6,17
91154,0,3,4,76,871,4,97
91157,2,106,4,12,226,4,97
91156,126,2264,4,75,61,0,42
91151,2,391,5,11,344,1,49
91150,2,13,5,85,831,4,22
91153,1,3,9,99,52,2,73
91152,2,1,4,76,848,1,4
1435307,2,7,4,21,742,4,62
111924,1,5,9,73,774,1,66
111925,17,5,4,12,946,2,74
111926,1,1,4,76,9,2,74
111927,1,83,4,97,336,8,20
111920,2,68,4,30,249,0,13
111921,1,2,4,23,255,9,40
111922,2,1,0,34,627,5,97
111923,1,5,4,60,728,4,56
106521,2,1,4,4,256,4,48
106522,2,1,4,38,23,5,13
106524,0,1,9,22,413,1,45
106525,2,1,4,24,495,1,93
106526,2,68,4,97,336,8,71
106527,1,5,4,5,285,9,10
109204,1,2,4,24,997,1,93
109205,2,1,4,12,50,6,61
109206,0,36,4,2,258,8,78
109207,1,5,4,40,297,8,20
109200,1,2,4,31,395,8,3
109201,1,2,4,2,816,8,43
109202,1,5,4,74,374,9,28
109203,2,30,4,93,867,8,51
109208,1,83,4,98,795,0,60
109209,126,2264,4,5,284,4,71
105958,1,1,4,79,226,4,22
105959,2,688,4,12,123,6,39
100207,1,12,4,3,70,4,48
100206,40,1,4,3,170,4,51
100205,1,2,4,88,244,2,57
100204,2,1,4,31,395,4,51
100203,1,2,4,56,790,5,55
100202,1,1,4,59,370,0,81
100201,0,22,4,65,218,0,99
100200,0,21,4,8,293,9,40
100209,0,3,5,44,534,9,87
100208,0,3,4,12,406,4,97
145723,1,5,4,12,123,7,43
145722,1,5,4,97,910,8,3
92718,0,52,4,21,742,4,92
92719,2,151,4,12,529,6,97
145727,1,1,4,65,218,3,81
145726,1,2,5,11,811,0,84
145725,2,2,8,26,781,1,40
145724,2,1,4,3,70,0,83
92712,126,2264,9,76,871,2,74
92713,2,290,4,89,390,0,84
92710,0,3,9,76,871,6,64
92711,2,412,4,31,900,3,84
92716,1,2,4,63,581,4,48
92717,1,2,4,63,270,4,10
92714,3,2,4,50,516,2,24
150544,1,5,4,10,369,6,91
104061,1,5,9,5,702,3,99
104060,1,1,4,31,378,0,90
103743,2,44,4,59,370,4,51
103742,2,1,4,74,261,1,28
103741,0,35,7,52,890,4,46
103740,1,12,4,12,581,3,86
106511,0,22,4,31,634,5,99
103746,1,2,4,2,614,8,43
103745,2,44,4,85,831,9,90
