,km,mod,wt
93272,14,1,3
93273,14,3,334
93270,14,0,12
93271,10,2,335
98028,24,0,3
98029,21,0,215
98026,12,2,337
98027,16,126,2264
98024,6,0,35
98025,24,2,587
98022,16,2,338
98023,16,3,614
98020,16,0,3
98021,16,2,25
110336,16,1,83
110337,26,1,5
110334,26,1,1
110335,11,0,36
110332,14,2,9
110333,11,1,5
110330,28,2,30
110331,10,1,2
87905,14,2,44
110338,10,1,5
110339,26,1,5
104427,20,0,655
104426,16,0,12
104425,16,0,1
104424,16,0,21
104423,16,2,88
104422,6,1,83
104421,26,0,1
104420,14,2,475
87906,16,2,115
118109,26,1,2
118108,28,2,1
104429,16,1,5
104428,10,0,10
96178,22,126,2264
96179,14,3,339
96172,16,2,340
96173,16,2,76
96170,16,0,131
96171,27,3,341
96176,11,0,50
96177,22,2,13
96174,16,126,2264
96175,16,0,13
106373,16,2,68
102861,14,0,12
102863,27,17,2
102862,14,0,12
102865,3,126,2264
102864,14,3,2
102867,10,2,342
102866,16,3,204
102869,24,2,189
102868,26,2,343
2220732,4,1,1
97225,6,0,3
97224,10,126,2264
97227,12,2,13
97226,10,3,344
97221,16,1,3
97220,16,0,22
97223,16,0,12
97222,22,0,12
97229,3,0,35
97228,18,0,345
102285,6,0,1
102284,0,0,1
99045,11,3,2
102286,14,0,1
102281,29,1,1
102280,24,0,3
102283,24,0,21
102282,8,0,3
102289,11,0,10
102288,16,2,1
99049,10,2,1
99048,1,2,9
107428,11,2,13
107426,12,1,5
107427,24,1,5
107424,1,1,2
107425,28,0,12
107422,28,2,44
107423,14,1,2
107420,10,2,1
107421,22,2,44
112378,14,126,2264
112379,14,2,1
105488,16,2,204
105489,11,0,22
105486,16,2,21
105487,25,2,68
105484,16,1,5
105485,8,1,1
105482,16,2,68
105483,11,2,9
105480,10,2,68
105481,1,2,68
102139,1,0,346
102138,24,15,347
102137,16,1,7
102136,28,0,35
102135,16,2,274
102134,17,0,10
102133,26,0,2
102132,16,2,9
102131,25,0,21
102130,16,2,3
112082,20,2,1
112083,16,2,1
112080,29,1,2
112081,14,0,12
112086,20,2,68
112087,14,1,5
112084,16,1,2
112085,6,1,2
112088,29,1,2
112089,29,1,5
104999,22,1,5
104998,22,2,1
104997,2,1,2
104996,1,1,1
104995,8,2,1
104993,14,3,2
104992,25,0,1
104991,16,0,346
104990,12,2,1
109958,11,1,5
109959,22,126,2264
798255,27,1,2
109954,12,1,5
109955,4,0,167
109956,12,1,2
109957,6,2,1
109950,24,1,5
109951,3,2,68
109952,6,1,30
109953,14,1,83
108399,10,1,2
108398,24,1,2
108395,14,1,5
108394,10,1,5
108397,16,2,10
108396,14,38,349
108391,3,2,1
108390,28,1,5
108393,6,2,350
108392,26,1,5
91317,24,0,3
103423,11,2,68
103420,24,2,1
103421,16,0,21
103426,14,2,1
103427,12,2,13
103424,15,0,190
103425,15,1,1
2680591,26,1,5
103428,16,1,5
103429,29,1,1
91319,4,2,42
2680590,14,1,1
111850,12,0,35
111851,3,1,83
111856,14,1,5
111857,14,2,1
111858,24,0,1
111859,12,2,1
90035,12,0,352
90034,27,2,747
1974855,24,0,1
99786,24,0,33
99787,16,2,40
90031,14,2,7
90030,14,2,35
87822,10,4,353
87823,14,3,207
87820,20,126,2264
87821,14,39,354
87826,25,126,2264
87827,26,2,228
87824,16,126,2264
87825,4,2,97
87828,14,0,105
87829,12,3,355
92746,14,2,7
90039,26,1,2
90038,21,2,1
109048,1,2,1
109049,16,0,21
109042,2,1,2
109043,24,1,5
109040,27,2,1
109041,14,2,68
109046,25,1,2
109047,10,2,8
109044,14,0,12
109045,10,2,1
100193,16,0,359
100192,18,40,1
100191,26,126,2264
100190,24,40,1
100197,6,2,13
100196,1,3,360
100195,25,0,12
92661,14,2,1079
100199,14,2,1
100198,14,1,2
92668,25,2,362
92669,25,2,144
2654756,9,1,2
2654754,24,1,5
2645639,20,1,2
1500655,20,0,346
88474,10,126,2264
85538,16,2,845
85539,14,0,158
88475,10,4,535
85532,9,2,1178
85533,4,3,249
85530,16,0,1
85531,8,0,3
85536,16,1,2
85537,14,126,2264
85534,22,0,12
85535,14,1,2
103793,20,0,12
103794,26,0,1
103795,24,0,1
88472,16,0,3
103797,25,1,5
1324132,10,2,13
856346,29,1,1
856347,10,1,83
856345,14,2,1
111729,20,1,5
146790,16,1,2
2811850,13,1,2
87000,29,126,2264
87001,8,0,12
87002,14,126,2264
87003,14,3,365
87004,16,41,366
87005,14,42,367
87006,12,2,18
87007,12,2,1
87008,14,2,13
87009,10,2,1196
1213431,16,2,368
86753,3,126,2264
86752,28,2,2
86751,28,0,131
86750,26,126,2264
86757,14,0,3
86756,14,126,2264
86755,1,2,372
86754,6,126,2264
86759,14,3,293
86758,0,3,1209
1087895,8,1,1
86553,10,126,2264
1087897,14,1,59
112526,14,1,2
88809,14,2,7
88808,0,0,156
88805,12,0,12
88804,27,1,2
88807,14,2,7
88806,18,126,2264
88801,18,2,1391
88800,19,1,3
88803,12,126,2264
88802,14,3,712
89176,27,126,2264
89177,14,126,2264
89174,27,126,2264
89175,4,2,373
89172,26,3,365
89173,16,0,12
89170,8,0,374
89171,29,126,2264
96378,29,2,375
96379,25,0,105
89178,14,2,376
89179,16,3,377
625709,16,2,1
94202,24,2,8
94203,25,126,2264
94201,25,0,50
94206,16,1,3
94207,16,0,156
94204,10,1,2
94205,25,2,100
94208,24,0,156
94209,24,2,304
87585,24,2,30
87584,16,2,66
87587,10,2,90
87586,27,126,2264
87581,4,126,2264
87580,25,126,2264
87583,9,126,2264
87582,25,2,13
87589,1,126,2264
87588,14,2,7
118022,10,1,2
118023,12,1,5
118020,22,2,68
118021,3,1,1
118026,1,1,5
118027,28,1,5
118024,26,2,0
118025,5,1,5
118028,16,2,1
118029,25,2,68
99201,5,0,3
99200,20,0,12
99203,16,2,44
99202,6,2,7
99205,0,0,378
99204,1,3,3
99207,26,2,379
99206,26,1,2
99209,5,23,199
99208,1,2,338
104345,24,1,1
95559,0,0,3
95558,6,0,381
95555,16,0,3
2462772,26,2,1
95557,4,2,382
95556,24,0,105
95551,5,2,302
95550,12,1,28
95553,13,0,12
95552,27,2,1
90008,16,1,2
90009,16,2,7
90004,16,126,2264
90005,5,3,384
90006,1,3,28
90007,1,2,7
90000,1,3,385
90001,5,0,3
90002,5,2,386
90003,5,2,66
121145,25,2,1
121147,5,2,1
121146,16,1,2
121149,16,2,1
121148,16,2,13
2804672,18,1,5
2804673,11,2,1
2804676,6,2,0
2804677,12,1,1
2804674,16,1,2
2804675,20,1,1
94787,5,2,13
94786,26,0,3
94785,25,0,105
94784,10,2,1
94783,29,3,387
94782,29,1,2
94781,20,2,388
94780,16,2,130
94789,16,1,2
94788,24,3,207
106928,26,2,68
106929,5,126,2264
91669,16,43,389
91668,16,0,390
91667,16,3,35
91666,12,101,1268
91665,18,2,42
91664,2,2,1269
91663,16,2,802
91662,16,2,57
91661,1,3,407
91660,5,2,35
89815,10,2,9
89814,8,126,2264
89817,12,0,3
89816,6,2,1412
89811,26,2,1271
89810,10,3,162
89813,24,3,1272
89812,18,2,13
89819,27,0,105
89818,16,2,102
97845,25,0,116
97844,16,2,25
97847,10,0,52
97846,26,2,90
97841,10,2,7
97840,29,2,25
97843,25,2,393
97842,12,2,7
97849,10,0,21
97848,16,2,13
87756,4,126,2264
87757,16,2,187
92318,16,2,394
92319,1,2,7
92317,16,2,395
92314,18,0,12
92315,26,0,50
92312,16,0,12
92313,16,8,326
92310,24,2,396
92311,5,2,90
104867,4,0,82
104388,26,0,12
104389,16,2,8
104382,10,2,68
104383,6,3,345
104380,16,2,1
104381,16,2,7
104386,10,1,1
104387,27,1,2
104384,8,0,35
104385,26,1,2
87750,9,3,1
104864,26,2,1
104863,28,2,1
104862,1,0,12
104368,24,2,664
104861,5,2,44
3217423,5,126,2264
104860,16,0,12
106977,26,1,5
106976,24,0,9
87752,26,126,2264
105381,18,0,36
96011,5,2,14
105383,29,1,1
105382,16,1,2
105385,8,0,10
105384,17,0,21
105387,5,2,30
105386,10,2,68
105389,25,2,68
105388,18,31,1
104868,26,2,2
96013,26,0,3
96012,5,126,2264
96015,29,1,2
91633,27,2,398
87753,22,2,399
96014,5,0,52
96017,16,0,12
96016,16,0,105
106212,26,1,2
106213,3,126,2264
104654,1,0,74
104655,29,1,2
104656,5,2,9
104657,12,0,10
104650,6,2,13
104651,29,2,44
104652,4,0,12
104653,16,0,1
104658,12,2,9
104659,3,2,7
105525,3,1,1
105527,2,2,1
105526,22,2,13
105529,16,2,44
105528,24,1,2
112129,16,1,2
112128,16,2,1
112121,5,1,5
112120,27,1,2
112123,5,1,2
112122,5,1,2
112125,5,1,2
112124,15,1,1
112127,0,1,2
112126,17,2,1
107679,16,1,5
107678,5,1,5
107677,1,0,10
107676,26,1,2
107672,28,0,10
107671,23,126,2264
107670,6,1,9
93043,29,0,1
108841,16,1,5
108840,18,1,5
108843,26,1,2
103233,8,0,287
108842,5,1,5
103232,24,0,21
108845,10,1,83
87785,23,126,2264
108844,26,1,5
87784,12,2,44
100548,5,126,2264
100549,25,126,2264
100544,12,2,90
100545,11,0,1
100546,8,1,406
100547,18,126,2264
100540,26,2,206
100541,3,7,22
100542,25,2,57
100543,8,3,407
108210,18,1,10
108211,1,1,2
108212,15,1,255
108213,16,2,102
108214,6,1,2
108215,5,1,2
108216,6,1,5
108217,3,1,5
108218,24,0,116
108219,25,0,1
87780,2,126,2264
86348,12,0,409
86349,3,126,2264
106705,1,126,2264
86340,26,23,410
86341,1,15,138
86342,24,3,411
86343,22,0,237
86344,29,126,2264
86345,1,126,2264
86346,27,31,9
86347,10,2,935
106707,16,2,1
106701,28,2,9
91506,16,43,389
91507,1,2,412
91504,5,2,413
91505,6,2,2
91502,22,3,2
91503,16,3,41
91500,20,0,22
91501,16,0,233
106703,28,1,9
91508,16,0,3
91509,5,126,2264
101639,3,0,22
101638,26,0,415
101635,3,0,1
101634,8,0,33
101637,8,0,415
101636,1,1,3
101630,5,0,3
101633,27,2,44
101632,10,0,12
2670795,26,1,83
89207,3,2,1112
85705,29,21,1279
85704,12,2,267
85707,23,2,1281
85706,22,0,34
85701,10,2,960
85700,1,2,413
85703,1,126,2264
85702,16,126,2264
85709,5,1,1
85708,12,2,380
94819,26,0,36
94818,10,0,11
94817,20,55,585
94816,12,2,9
94815,16,0,290
94814,20,109,1372
94813,5,2,2
94812,1,3,284
94811,20,2,22
94810,20,0,49
620671,20,1,2
620673,27,1,5
620672,2,2,1
87633,28,2,51
87632,29,3,417
87631,10,126,2264
87630,28,3,417
87637,26,2,3
87636,5,4,418
87635,5,2,419
87634,28,2,18
87639,5,2,204
87638,5,3,420
217514,10,2,2
217515,29,0,1
217512,8,1,5
110141,27,1,5
110140,16,1,5
110143,12,1,2
110142,20,1,5
110145,10,1,5
110144,25,1,5
110147,5,1,422
110146,5,0,36
110148,18,1,2
88618,20,0,3
88619,26,126,2264
88614,16,126,2264
88615,17,2,44
88616,16,2,206
88617,17,126,2264
88610,5,3,253
88611,29,2,423
88612,22,2,13
88613,10,126,2264
84845,1,126,2264
84844,26,126,2264
97779,26,1,1
97778,3,3,1
96507,4,0,3
96506,20,3,424
96505,22,2,337
96504,27,1,2
96503,16,0,36
96502,16,2,425
96501,26,2,204
96500,10,0,3
88173,26,2,1790
96509,10,0,105
96508,20,2,426
97676,16,1,3
97677,1,0,36
97674,12,2,18
97675,16,0,12
97672,26,1,1
97673,5,2,50
97670,26,2,1
97671,24,2,13
88175,24,126,2264
97678,10,2,13
97772,8,2,1
97771,20,2,382
97770,25,2,427
90909,11,2,53
90908,10,3,159
102414,18,0,283
90904,5,126,2264
90907,28,2,398
90906,10,3,187
102410,5,0,3
102411,4,2,13
90903,5,2,53
102413,16,2,13
100989,28,1,2
95968,1,0,1
95969,16,0,2240
107079,12,1,5
107078,16,126,2264
145901,6,1,59
145900,4,2,68
92534,16,1,2
2477913,1,0,13
92535,18,2,431
107071,1,2,30
99410,16,126,2264
99411,16,126,2264
99412,16,1,30
99413,28,2,102
99414,28,0,50
99415,1,2,25
99416,10,2,432
99417,20,0,22
99418,17,0,3
99419,4,2,1
92531,5,2,13
95748,27,2,433
95749,16,2,13
95744,16,2,1
95745,16,57,1405
95747,18,0,1
95740,12,3,435
95741,28,15,679
95742,16,0,12
95743,16,2,50
109509,29,1,1
109508,20,2,68
109503,8,2,1
109507,16,0,3
109506,23,1,2
109505,29,1,5
109504,28,1,83
112451,20,1,5
112450,20,1,1
112453,27,1,5
112452,21,1,2
112455,26,1,1
112454,16,1,83
112457,29,1,1
112456,5,1,1
112459,1,1,83
112458,16,2,1
92439,1,2,1
92438,11,2,441
92437,18,2,442
92436,24,0,12
92435,11,0,22
92434,26,2,95
92433,26,2,14
92432,26,2,14
92431,27,2,13
92430,6,2,106
2773182,20,2,1
111379,1,2,1
111378,16,1,83
111371,8,1,2
111370,17,1,5
111373,10,1,5
111372,5,1,5
111375,5,1,5
1279939,10,2,1
111377,1,1,1
111376,5,2,1
106883,8,1,2
106882,8,2,30
106881,8,1,2
106880,12,1,5
106887,12,1,9
106886,3,1,9
106885,18,2,1
106884,10,1,5
106889,18,1,5
106888,5,1,2
94598,20,0,12
94599,2,3,2
92293,5,2,6
92292,24,126,2264
92291,11,0,12
92290,11,2,144
92297,24,3,2
92296,26,0,444
92295,27,1,3
92294,25,2,1143
92299,5,1,2
92298,10,2,445
93748,20,2,144
93749,6,2,13
93746,4,2,7
93747,1,2,232
93744,26,2,42
93745,12,2,95
93742,5,0,22
93743,29,2,90
93740,20,2,447
93741,22,2,8
110426,5,1,2
110427,22,0,1
110424,19,1,1
110425,17,1,5
110422,8,2,80
110423,28,1,5
110420,26,1,1
110421,6,0,21
100830,5,0,36
107823,4,1,2
107820,15,2,30
100833,16,1,1
100834,8,0,1
107827,16,1,5
107824,16,1,2
107825,22,1,5
1997430,2,2,8
98738,22,2,12
98739,24,1,3
98736,8,2,76
98737,28,2,90
98734,16,2,76
98735,1,2,76
98732,8,0,22
98733,11,2,5
98730,29,0,69
98731,16,126,2264
101873,12,2,25
101872,24,0,12
101871,29,2,76
101870,26,0,21
101877,24,126,2264
101876,11,0,21
101875,28,2,1
101874,26,0,21
101879,6,2,1
101878,15,2,65
86528,16,103,1312
86529,10,126,2264
86520,5,2,290
86521,22,0,36
86522,22,126,2264
86523,26,2,1877
86524,5,7,5
86525,6,126,2264
86526,27,126,2264
86527,26,126,2264
106065,20,0,21
106064,12,1,2
106067,18,1,5
106066,18,0,1
106061,4,1,5
106060,26,0,52
106063,22,1,5
106062,28,2,30
106069,16,0,67
106068,9,0,35
102995,8,0,82
102994,26,2,7
102997,16,2,44
102996,16,0,22
102991,17,1,5
102990,16,1,5
102993,5,2,1
102992,5,1,1
102999,16,2,379
102998,16,1,1
89435,16,2,1310
112716,16,3,1
112717,10,1,59
112714,29,2,0
112715,17,2,1
112712,1,1,1
112713,26,1,2
112710,27,2,1
112711,16,2,1
89727,5,2,128
89726,20,2,13
89725,16,0,3
89724,2,3,112
89723,15,2,453
89722,29,3,31
112718,28,1,5
89720,18,1,2
103112,5,0,1
103113,1,0,3
103110,10,2,454
103111,28,0,455
103116,16,1,12
103117,8,1,12
103114,16,0,12
103115,16,0,1
85873,16,0,456
85872,16,2,234
85871,16,3,1248
103119,16,126,2264
85877,16,3,284
85876,16,47,457
85875,16,126,2264
85874,10,126,2264
89431,10,15,2200
812450,5,2,68
87732,26,4,458
87733,17,4,459
87730,5,0,156
87731,16,2,460
87736,16,2,7
87737,20,0,12
87734,3,126,2264
87735,26,126,2264
87738,10,2,461
87739,20,2,462
2620738,10,2,439
88458,16,126,2264
88459,12,0,2
88456,16,2,13
88457,28,126,2264
88454,12,2,337
88455,28,0,12
88452,12,12,463
88453,1,0,3
88450,16,126,2264
88451,16,3,464
103800,20,2,20
103801,5,3,2
103802,27,2,0
103803,12,2,13
88180,1,0,12
88181,8,0,97
88182,29,2,204
103807,17,2,467
103808,29,2,0
103809,29,0,36
88188,10,126,2264
88189,12,2,274
84830,1,126,2264
84831,6,126,2264
84832,2,126,2264
84833,29,126,2264
84834,10,126,2264
84835,2,126,2264
84836,8,126,2264
84837,11,126,2264
84838,25,126,2264
84839,27,126,2264
86069,16,126,2264
86068,12,126,2264
86065,27,0,131
86064,10,0,52
86067,26,2,204
86066,29,126,2264
86061,26,0,1
86060,9,126,2264
86063,16,126,2264
86062,24,3,22
98432,22,2,623
103331,10,3,1
91927,26,108,1368
101408,16,2,13
101409,22,0,3
101402,12,0,3
101403,5,2,3
101400,5,0,12
101401,8,2,44
101406,5,0,5
101407,27,0,474
101404,5,0,21
101405,11,2,475
101042,27,0,3
93376,23,2,129
101040,12,1,2
93374,20,3,288
104030,16,3,296
104031,26,0,12
93371,6,0,3
104033,28,2,259
85008,26,126,2264
85009,1,126,2264
85002,25,126,2264
85003,26,126,2264
85000,25,126,2264
85001,25,126,2264
85006,11,126,2264
85007,27,1,83
85004,27,126,2264
85005,29,126,2264
118435,4,2,1
89465,24,0,477
118437,5,1,5
89467,28,2,14
89460,10,2,40
89461,18,3,761
118433,1,2,68
118432,1,1,1
91560,27,23,275
91561,22,111,1437
103653,26,2,68
103652,10,2,146
103655,10,0,21
1446580,12,0,478
103657,26,0,74
103656,16,0,21
103659,11,51,305
91569,6,2,79
111175,1,1,5
111174,18,0,1
111173,24,1,83
111172,3,1,2
111171,27,126,2264
111170,22,1,2
118324,22,1,1
89446,5,1,3
89447,28,0,3
89444,28,2,1536
89445,3,3,1234
89442,29,13,2
89443,5,2,51
89440,24,7,2
89441,28,126,2264
89448,28,0,3
89449,10,0,3
118189,1,1,5
118188,20,1,2
118185,8,48,482
118184,27,1,2
118187,9,2,0
118186,29,2,7
118181,29,2,1
118180,20,1,83
118183,5,1,2
118182,28,2,30
1522352,5,2,9
93940,5,0,12
93941,5,126,2264
93942,29,0,486
93943,6,2,487
93944,5,2,13
93945,4,0,22
93946,15,2,488
93947,26,0,3
93948,16,0,12
93949,16,0,12
96718,20,0,3
96719,27,119,1560
2347065,28,126,2264
105779,11,126,2264
105776,12,126,2264
105777,12,126,2264
107341,5,1,2
99524,26,0,1
99525,4,2,1
99526,4,0,12
99527,1,0,12
99520,10,0,50
99521,12,0,3
99522,28,0,33
99523,3,2,76
87353,27,126,2264
99528,1,2,13
99529,10,2,30
98970,4,2,76
98971,10,126,2264
98972,12,0,69
98973,24,0,93
98974,2,0,12
98975,12,0,105
98976,12,2,76
98977,29,1,2
98978,29,2,128
98979,29,2,146
94628,29,2,19
94629,5,3,28
94624,15,1,2
94625,10,6,1
94626,10,2,1
94627,16,3,2
94620,5,2,1
94621,29,0,22
94622,28,126,2264
94623,23,0,547
102209,12,2,1
102208,8,2,213
102205,4,1,5
102204,26,1,30
102207,22,0,12
102206,18,2,30
102201,3,0,1
102200,26,2,19
102203,3,0,1
102202,17,0,21
104917,4,1,5
104916,26,2,9
108069,12,1,5
104914,5,1,5
104913,8,2,1
104912,12,1,2
104910,8,50,498
108067,20,0,35
108066,16,1,2
104919,20,2,68
104918,8,1,5
100367,4,0,1
96482,8,0,12
1525749,12,126,2264
99595,16,2,237
99594,26,2,1
99597,27,3,1
99596,24,2,44
99591,10,3,1552
99590,19,0,69
99593,12,2,1
99592,5,1,5
99599,5,0,35
99598,5,2,159
106458,23,1,2
91399,12,2,379
91398,28,0,12
106454,20,1,1
91396,29,2,1582
91395,25,1,2
91394,12,2,7
106450,12,2,1
91392,20,2,649
91391,10,3,1576
106453,7,2,500
99623,6,2,30
99622,10,1,3
99621,12,1,12
99620,29,2,1
99627,26,0,501
99626,6,1,1
99625,7,2,14
99624,7,0,22
99629,7,2,44
109338,7,1,5
109339,7,2,81
109330,27,1,2
109331,4,1,2
109332,11,1,83
109333,29,1,2
109334,4,2,67
109335,12,1,2
109336,5,1,2
109337,16,2,2
91973,20,2,2
91972,8,2,76
2676592,1,2,14
2676593,10,1,1
91977,5,2,428
91976,29,126,2264
91975,26,2,503
91974,10,3,504
91979,5,2,505
91978,10,2,13
145837,15,2,1
145836,16,0,346
100119,16,2,30
145834,20,2,1
145833,6,2,1
145832,24,1,2
145831,10,0,1
145830,1,2,68
107325,27,1,5
107327,20,2,68
100110,7,2,475
100117,6,126,2264
100116,10,2,129
145839,16,1,2
145838,16,2,1
100308,11,2,30
100309,10,2,9
100304,16,0,52
100305,20,2,40
93539,16,2,12
101249,18,2,204
95327,12,2,1214
93531,27,36,1609
93530,16,2,44
101242,20,5,78
93532,6,0,22
93535,16,2,127
93534,16,2,225
93537,1,0,156
93536,16,2,17
98509,27,1,2
98508,10,2,259
92113,26,2,13
98501,10,0,3
95322,22,2,25
98503,6,0,12
98502,5,2,1761
98505,1,2,76
98504,4,0,131
98507,12,2,1
98506,4,0,12
92116,16,0,62
95321,16,2,25
104144,16,2,1
104145,3,126,2264
104146,8,2,14
104147,10,2,68
104140,29,2,9
104141,5,2,21
104142,26,0,11
104143,6,2,511
130161,5,1,2
130160,23,1,5
130162,8,1,5
104148,5,0,10
104149,5,0,21
110951,26,0,22
87088,26,0,22
87089,5,2,90
87080,29,2,1
87081,2,2,240
87082,11,0,9
87083,5,3,186
87084,28,2,512
87085,11,2,44
87086,5,126,2264
87087,10,2,513
101936,16,0,10
101937,16,0,82
101934,15,0,12
101935,12,1,3
101932,18,2,13
101933,16,2,292
101930,12,0,82
101931,2,0,21
88346,9,2,1682
101938,9,0,21
101939,12,2,1
105235,20,2,68
105234,5,0,1
105236,25,0,1
105231,10,2,9
105230,3,0,12
105233,5,1,1
105232,28,1,5
88348,3,2,1687
127917,7,1,3
108500,7,2,13
89681,5,3,1632
108502,18,1,5
89683,10,3,1428
89684,1,3,2
89685,19,3,1634
89686,16,3,310
89687,26,126,2264
89688,26,3,523
89689,20,3,105
136989,27,2,1
136988,25,2,1
136985,4,31,1
136984,26,1,5
136987,4,1,1
136986,10,1,2
2490597,26,126,2264
103303,25,2,44
103302,8,0,1
103301,10,1,2
103300,7,2,68
103307,7,2,290
103306,5,0,21
103305,5,1,3
103304,16,2,68
103309,16,0,11
103308,24,2,516
1632120,7,0,50
87509,20,126,2264
87508,29,126,2264
87505,16,1,3
87504,16,126,2264
87507,16,126,2264
87506,16,0,496
87501,5,126,2264
87500,8,2,44
87503,16,0,3
87502,26,126,2264
127899,5,1,2
127898,27,1,2
84977,8,126,2264
84976,1,126,2264
84971,16,2,517
84970,9,126,2264
84973,1,126,2264
97028,8,3,41
97027,11,2,40
97026,7,2,40
97025,16,2,13
88222,4,3,1354
97023,10,1,1
97022,24,126,2264
97021,10,2,1
88226,6,126,2264
100650,1,3,112
100651,29,1,2
100652,1,0,35
100653,26,0,12
100654,27,0,12
100655,5,2,664
100656,22,0,1
100657,15,0,3
100658,15,2,13
100659,5,0,21
90558,27,2,13
90559,26,3,519
90556,11,2,129
90557,11,0,1
90554,16,0,520
90555,16,2,9
90552,17,126,2264
90553,20,2,30
90550,26,0,521
90551,26,2,382
96864,3,0,12
96865,5,2,9
96866,26,2,25
96867,20,0,3
96860,20,3,522
96861,20,0,33
96862,16,0,3
96863,16,2,1
96868,24,2,76
96869,16,3,5
1577306,10,2,128
90084,7,0,12
90085,16,14,1464
90086,6,2,90
90087,11,1,5
90080,26,2,777
90081,8,2,302
90082,28,2,139
90083,26,2,962
90088,27,3,523
90089,10,4,524
1853063,20,2,382
112828,10,2,68
112829,6,1,2
112824,26,1,59
112825,7,1,5
112826,29,2,1
112827,27,2,1
112820,25,0,12
112821,28,1,2
112822,5,0,36
112823,16,1,2
1992717,16,1,2
94709,4,126,2264
94708,8,1,1
94707,11,0,22
94706,10,0,50
94705,20,2,9
94704,16,2,139
94703,1,2,13
94702,17,23,1669
94701,12,0,275
94700,11,2,29
92797,16,126,2264
1087770,29,0,526
1087773,5,2,13
95078,26,0,3
2465894,16,126,2264
95076,7,0,36
95077,0,2,379
95074,5,0,12
95075,24,0,3
95072,16,0,12
95073,16,126,2264
95071,16,0,3
101161,20,0,21
111709,26,0,12
94649,1,2,128
101160,19,0,3
89899,4,3,527
89898,16,0,528
89895,7,3,365
89894,28,0,1
89897,28,2,529
89896,15,2,530
89891,27,2,9
89890,27,23,199
89893,16,13,7
89892,10,2,13
142889,15,2,1
142888,25,2,1
142883,10,1,1
142882,4,0,36
142881,16,1,1
142880,20,1,2
142887,15,2,0
142886,20,1,2
142885,29,1,1
142884,24,1,2
102229,15,0,12
102228,5,2,635
90778,24,3,137
117957,27,1,5
117956,5,0,36
117955,12,2,1
117954,26,1,2
117953,10,2,44
117952,6,0,1
117951,27,126,2264
117950,26,1,1
117959,11,2,7
117958,8,1,2
104452,16,1,1
98349,28,40,1
98348,5,2,13
118131,26,1,2
98343,24,1,1
98342,28,2,13
98341,26,0,531
98340,26,0,36
98347,1,0,135
96145,7,0,22
98345,26,126,2264
98344,16,3,35
110075,5,1,5
110074,7,0,35
110077,12,1,1
92939,20,2,53
110071,7,38,1285
110070,27,1,5
110073,6,2,68
110072,16,2,1
92932,5,0,12
92933,1,0,3
92930,10,0,532
92931,16,0,3
110079,27,2,1
110078,24,2,1
92934,1,3,533
118135,5,1,1
104302,10,2,1
93040,5,2,90
96035,1,0,3
104301,5,2,2
96033,24,1,30
104307,16,1,12
93047,28,2,7
104305,10,0,12
93049,12,3,1467
93048,17,1,2
104309,12,1,1
96039,11,3,204
96038,20,2,534
101167,26,0,50
106238,27,0,1
106239,27,0,12
106234,15,126,2264
106235,11,0,1
106236,1,1,2
106230,27,1,2
106231,20,1,2
104977,5,1,1
104976,5,126,2264
104979,1,0,30
112537,26,0,36
97346,26,126,2264
97347,26,1,2
97344,26,0,35
97345,5,0,69
97342,5,0,105
97343,12,2,13
97340,26,1,3
97341,29,0,3
97348,10,1,2
97349,1,0,12
99120,12,2,427
99121,28,0,105
99122,11,0,1194
99123,12,2,1
99124,28,2,1
99125,19,0,536
99126,16,0,50
99127,4,2,7
99128,10,0,1
99129,3,3,537
107548,11,1,59
107545,10,0,52
107544,10,1,5
107547,24,1,1
107546,5,3,538
107541,28,0,35
107540,26,1,2
107543,26,1,2
101043,5,2,476
102078,1,0,3
102079,1,2,44
102072,10,0,12
102073,10,1,1
102070,11,2,13
102071,16,1,2
102076,16,0,10
102077,29,0,10
102074,10,2,30
102075,28,0,21
101041,26,1,2
98835,16,1,3
98834,16,1,3
98837,29,2,259
98836,27,2,14
98831,24,2,37
98830,1,2,76
98833,5,0,3
98832,29,1,12
98839,27,2,5
98838,17,2,21
108746,24,1,5
108747,26,1,5
108744,7,0,131
108745,16,1,5
108742,22,1,5
108743,22,1,2
108740,6,1,5
108741,29,1,5
104898,10,2,1
104899,1,2,539
104892,10,126,2264
104893,6,1,35
104890,15,1,5
104891,16,1,3
104896,10,1,2
104897,28,0,1
104894,5,1,1
104895,16,1,2
218178,7,2,1
1744922,7,2,189
108298,16,1,5
108299,24,1,2
108290,6,1,5
108291,7,0,52
108292,1,2,0
108293,16,0,52
108294,16,0,52
108295,28,1,5
108296,28,1,5
108297,26,1,83
106793,16,1,2
106792,5,1,2
106791,5,2,30
106790,26,2,30
106795,10,1,540
106794,28,2,541
218177,16,2,1
103679,10,2,542
103678,5,2,30
91588,16,0,12
91589,26,2,1021
103673,26,3,543
91587,17,0,48
91584,10,2,1734
91585,23,2,13
91582,10,126,2264
91583,8,0,1
103675,18,2,30
103674,6,0,10
1434992,5,1,5
103589,18,0,3
103588,7,2,7
105855,5,126,2264
105854,16,2,544
105857,5,1,2
105851,29,0,1
105850,16,126,2264
105852,5,126,2264
105859,5,2,1
105858,16,0,12
92583,16,126,2264
103585,7,2,13
92581,5,3,545
92580,4,2,9
92587,11,2,7
92586,16,0,1742
92585,27,0,3
92584,27,2,469
