,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000
93705,2,336,7,48,393,7,81,827
93708,3,1576,1,7,618,1,76,647
93709,2,7,7,48,949,4,81,827
110468,0,1,4,12,17,6,40,700
110469,1,5,1,43,948,8,76,685
110462,2,8,7,74,439,4,23,39
110463,1,2,7,72,439,6,98,39
110460,2,1,3,88,195,2,18,580
110461,1,1,7,6,111,2,24,659
110466,2,1,7,74,706,4,23,472
110467,1,1,4,72,693,6,98,392
110464,1,83,3,88,461,2,18,396
110465,1,2,7,74,905,6,23,238
95285,0,12,7,53,861,1,60,640
95284,0,12,7,63,978,4,50,707
95287,2,139,7,59,148,2,47,536
95286,126,2264,7,61,678,1,23,575
95281,0,1,7,68,186,1,93,907
95280,2,204,7,11,97,4,34,751
95283,1,5,1,43,456,8,76,20
95282,126,2264,7,1,359,8,29,311
95289,2,9,2,69,526,4,31,269
95288,2,1,7,99,952,8,55,383
98772,2,13,7,22,586,8,60,640
98773,0,36,4,67,125,7,2,78
98770,0,3,4,67,125,7,2,78
98771,2,505,7,86,833,1,23,199
98776,2,623,7,53,839,1,60,616
98777,1,5,8,22,289,0,60,837
98774,1,5,7,22,83,0,60,7
98775,126,2264,7,59,465,1,19,489
98778,2,0,1,56,952,8,13,383
98779,0,36,1,66,952,8,76,383
100878,0,1,1,91,608,8,44,226
100879,3,1480,1,20,927,7,70,7
96147,2,290,4,72,791,6,85,895
100874,2,67,7,59,284,1,47,979
100875,1,5,7,66,878,4,29,977
100876,0,10,7,60,707,7,10,598
100877,0,2,7,74,592,1,23,65
100870,2,76,1,56,497,8,48,746
100871,0,794,7,8,770,7,89,190
100872,2,1,7,66,727,1,29,385
100873,2,13,7,7,145,1,62,128
104559,2,128,8,89,147,0,87,576
104558,126,2264,8,89,621,0,87,96
104557,1,5,8,89,621,0,87,96
104556,2,128,7,57,224,1,92,168
104555,2,5,8,89,147,0,7,24
104554,1,30,7,6,408,2,57,779
104553,1,1,7,7,28,4,10,3
104552,0,10,7,7,515,1,3,107
104551,2,30,4,72,579,0,98,462
104550,2,30,7,74,772,1,23,65
98196,2,7,1,20,137,1,70,653
98197,0,1,7,66,247,1,29,884
98194,2,1,7,7,235,1,3,992
98195,2,22,7,22,351,6,85,811
98192,0,12,8,24,730,0,73,75
98193,1,3,7,93,6,9,61,404
98190,0,50,7,68,186,1,93,311
98191,0,3,7,1,224,1,23,508
1101269,0,1655,3,99,848,2,55,807
98198,0,10,7,1,978,1,19,168
98199,2,271,1,26,514,1,22,266
96143,3,232,1,71,218,6,95,355
99829,0,12,7,74,706,1,3,75
99828,3,2,8,82,911,4,87,597
99825,8,13,7,53,214,6,60,153
99824,1,1,7,93,80,1,61,945
99827,0,709,7,72,693,6,95,392
99826,0,3,2,81,475,4,74,476
99821,0,22,1,20,828,8,70,638
99820,1,2,1,43,91,8,48,976
99823,0,36,7,53,504,1,60,640
99822,0,1656,8,38,10,0,63,492
809122,1,1,7,57,301,1,92,65
96142,2,542,2,81,475,4,74,476
106028,0,1657,8,99,287,8,55,608
106021,1,83,1,99,287,9,55,608
106020,1,2,7,66,145,1,29,128
106023,2,68,7,66,661,8,29,641
106022,1,83,4,72,102,6,98,767
106025,126,2264,8,89,349,0,87,572
106024,0,3,7,74,214,4,23,153
106027,2,259,3,59,291,2,0,273
106026,1,1658,2,81,458,4,74,917
112280,1,2,7,74,356,2,0,635
112281,2,1,1,56,672,8,13,118
112282,1,1,7,59,102,1,47,767
112283,0,803,3,13,203,0,69,932
96140,1,3,1,7,885,8,76,303
85839,126,2264,7,58,693,4,23,392
85838,2,1660,8,89,621,0,87,24
112752,1,1,7,18,448,1,16,233
112753,1,2,1,56,514,8,48,266
112750,1,3,7,68,41,1,93,907
112751,2,1,8,4,830,1,22,851
85833,2,127,7,66,682,4,29,793
85832,2,44,1,48,455,1,81,179
112754,2,0,5,27,73,4,75,885
112755,0,12,3,88,461,2,9,599
107773,126,2264,7,74,706,4,23,776
94213,2,7,2,81,415,4,74,2
94212,3,2,2,81,415,4,74,592
91188,0,22,1,43,715,8,76,383
94219,2,7,7,59,291,1,47,273
91189,1,2,1,92,680,8,55,881
97093,3,12,7,93,281,4,61,985
88412,2,1443,8,61,974,0,7,873
88413,0,528,8,22,64,0,60,822
88410,2,7,3,66,359,8,29,311
88411,0,12,3,35,319,2,53,510
88416,2,187,8,82,958,0,87,902
88417,126,2264,8,38,10,0,63,572
88414,3,1445,2,69,774,4,31,668
88415,126,2264,4,36,800,7,2,766
88418,0,52,7,18,213,1,16,385
88419,1,1,7,66,546,4,29,189
100467,2,30,1,5,196,4,13,931
100466,0,1664,7,1,192,1,92,967
100465,0,501,7,44,139,4,5,909
100463,31,1,1,4,396,1,22,566
100462,0,52,1,31,281,8,76,123
100461,1,30,7,28,696,1,97,67
100460,0,1665,7,2,255,7,10,449
91180,2,1909,7,74,185,1,23,65
100469,1,3,7,4,830,1,93,971
91181,3,1354,3,13,203,2,69,932
91186,43,389,2,69,609,8,31,327
91187,2,1,8,75,530,0,99,904
91184,126,2264,8,38,10,0,63,572
91185,2,562,8,89,621,0,87,351
86113,0,22,1,31,608,8,44,226
87998,4,39,7,86,794,1,47,199
87999,2,403,7,74,224,1,23,168
87992,2,9,1,43,433,8,48,906
87993,0,1,7,18,33,1,16,74
87990,0,1,2,16,682,4,96,793
87991,2,469,7,11,483,2,34,339
87996,2,51,7,68,102,1,93,767
87997,0,56,7,29,204,8,56,953
87994,3,1666,7,48,393,4,81,827
87995,126,2264,7,0,54,4,23,605
100791,0,543,8,68,958,0,93,321
100790,0,11,1,7,607,8,29,311
100793,2,1,8,61,391,0,7,61
100792,0,1,7,18,476,1,16,395
100795,1,3,7,7,747,4,3,364
100794,0,1667,3,13,760,2,69,845
100797,2,13,3,13,760,2,69,845
100796,0,36,7,74,506,1,23,372
100799,2,44,6,64,676,8,59,842
100798,2,271,7,74,693,4,23,392
101172,2,90,7,66,992,4,29,957
101170,0,11,7,1,54,1,29,817
101171,0,12,1,56,924,2,13,489
101176,0,12,4,72,755,6,98,849
101177,0,9,4,36,557,6,77,849
101174,2,225,7,57,1,1,92,306
93420,3,232,7,4,540,1,22,460
103844,2,664,1,20,137,8,70,658
103845,1,1,5,27,875,7,75,885
103846,2,7,7,7,706,2,3,886
103847,2,1,7,1,102,1,29,311
103840,0,44,7,0,950,4,36,605
103841,0,12,1,31,618,8,76,123
103842,1,5,7,28,170,1,97,67
103843,126,2264,7,1,559,1,49,345
103848,2,0,4,18,213,1,16,74
103849,2,1,7,74,506,8,23,372
100123,3,352,1,66,604,8,39,817
91230,126,2264,8,89,684,0,87,96
91231,2,63,7,44,977,4,5,909
91232,2,837,7,7,851,4,3,50
103762,0,12,7,11,742,4,34,683
91234,0,1,7,4,830,1,22,851
91235,126,2264,7,48,304,1,19,168
103767,1,2,7,28,284,1,97,979
100121,2,68,7,74,820,4,23,917
103766,2,13,2,69,510,4,31,758
91238,2,79,7,66,546,1,29,189
91239,0,35,1,1,389,1,92,791
728300,2,1,7,74,153,1,3,364
107021,1,5,1,7,364,8,76,180
111139,2,30,7,60,28,7,10,3
111138,1,2,5,55,416,7,80,300
118417,1,2,7,1,389,1,92,808
118416,0,1,2,69,987,4,31,22
118415,2,68,7,7,412,1,3,955
118414,1,83,7,74,185,1,23,472
118413,1,2,7,48,393,4,81,827
118412,1,2,1,99,419,8,55,935
118411,2,30,7,66,546,4,29,189
118410,1,1,1,0,521,8,36,316
110660,1,5,8,4,974,1,7,441
110661,1,5,7,74,185,1,23,472
110662,1,2,7,7,168,1,3,364
110663,2,1,7,57,836,1,92,239
110664,2,68,3,98,602,2,42,85
110665,1,1,2,27,98,4,75,122
110666,1,2,1,43,834,8,48,413
118418,1,5,7,60,28,7,10,186
89408,2,187,2,69,666,4,31,22
89409,8,313,7,7,6,4,3,364
89402,2,14,7,1,548,1,3,292
89403,8,51,4,36,588,6,77,948
89400,2,311,2,5,766,4,31,2
89401,13,468,3,6,370,2,24,707
89406,2,13,4,72,629,0,85,596
89407,0,1733,7,66,405,4,29,283
89404,103,1312,7,74,185,1,23,472
89405,2,350,3,20,83,2,70,653
85837,2,50,7,66,102,1,29,767
85836,3,1672,3,35,319,2,53,510
85835,3,2,7,11,97,4,34,683
85834,3,975,7,31,284,1,76,979
85831,2,276,1,8,770,7,89,185
93991,126,2264,7,57,301,1,47,663
85830,126,2264,7,86,794,1,23,199
87929,126,2264,7,66,359,8,29,311
109258,1,2,6,92,799,8,25,302
87927,3,7,4,89,653,0,77,911
95918,2,25,8,61,256,0,7,873
109256,1,2,1,93,80,4,61,985
95915,2,13,3,58,16,2,42,551
95914,2,13,1,5,196,8,13,931
95917,2,7,3,59,847,2,9,675
95916,2,13,1,99,577,8,13,720
95911,2,42,7,80,900,4,36,832
109255,1,59,7,4,830,1,22,971
95913,0,52,7,74,659,1,3,344
95912,0,51,1,56,700,8,13,615
87924,1,2,7,28,881,1,46,262
87923,3,1674,8,89,653,0,87,911
109221,1,2,7,18,837,1,16,450
87922,2,0,7,44,139,4,5,909
88755,2,7,1,56,249,8,51,415
88754,126,2264,4,72,145,1,98,128
88757,2,154,7,1,678,1,92,908
88756,2,30,7,57,224,1,92,168
88751,2,7,1,99,700,8,13,615
87921,3,1675,8,68,958,0,93,321
88753,126,2264,7,57,301,1,92,663
88752,3,1,4,72,791,4,98,895
87920,2,13,7,57,126,1,92,984
88759,2,376,1,66,992,8,29,924
88758,2,14,7,7,651,4,3,295
87220,126,2264,1,99,952,1,55,365
96758,0,1,4,72,388,6,98,478
96759,2,13,1,43,589,0,76,187
96752,2,13,1,99,266,8,51,146
96753,3,628,1,20,137,8,70,658
96750,1,1,7,18,733,1,16,277
96751,0,12,2,81,664,4,74,592
96756,3,1676,7,18,448,1,16,233
96757,0,2,7,86,794,1,81,199
96754,2,13,8,82,269,0,87,544
96755,126,2264,1,43,910,8,76,413
2358,2,1,7,4,548,1,22,710
2359,2,1,7,4,830,1,22,971
2357,2,2,4,72,926,6,95,147
1783525,126,2264,1,56,577,8,13,720
94182,2,9,1,43,186,8,23,325
93984,2,1677,7,86,794,1,93,199
93986,0,3,7,53,861,1,23,695
93987,126,2264,7,48,393,4,81,800
93980,12,463,7,11,97,4,34,202
93981,44,404,7,18,758,1,16,603
93982,126,2264,7,43,240,8,44,360
93983,126,2264,7,74,706,1,23,472
93988,0,15,7,48,393,4,81,800
93989,2,1678,3,59,847,2,47,273
97405,2,1679,7,18,47,1,16,908
97404,0,204,7,48,405,7,81,800
97407,3,2,2,81,415,4,74,81
97406,2,654,1,43,885,8,76,303
97401,2,475,1,56,834,1,48,386
97400,2,13,1,31,618,8,76,988
97403,0,3,1,31,618,8,76,123
97402,0,13,1,20,766,8,70,126
97409,0,1,2,81,475,4,74,476
97408,0,1,1,28,170,1,97,457
94660,0,3,8,75,289,0,63,837
94661,54,309,7,1,185,1,92,110
94662,0,12,1,1,699,0,85,355
94664,1,1,2,81,57,4,74,298
94665,2,350,3,98,994,2,0,646
94666,1,2,8,68,974,0,7,873
94667,0,50,7,57,836,1,92,239
94668,0,3,2,5,656,8,70,2
94669,0,7,3,88,964,2,18,319
102241,2,35,7,0,502,1,36,521
102240,0,10,1,56,249,8,51,415
102243,0,3,4,72,755,6,98,849
102242,0,1,8,38,242,0,63,28
102245,2,1,8,22,64,0,60,640
90755,3,316,7,48,405,4,81,800
90756,3,316,7,54,270,1,47,299
102246,1,3,1,4,514,8,22,266
102249,0,76,7,11,97,4,34,339
90759,1,83,1,43,257,8,48,723
112518,0,10,7,11,97,4,34,751
112519,1,2,8,63,99,0,85,233
104959,1,2,7,74,297,1,23,233
104958,40,1,2,64,877,8,59,980
112510,2,1,4,83,55,6,90,253
112511,2,2,1,10,210,8,12,958
104951,2,1,1,91,521,8,44,316
104950,0,12,7,53,593,4,60,1
112514,2,68,1,66,952,8,29,924
104956,0,1,7,0,50,9,36,925
104955,2,7,7,74,6,7,23,75
104954,2,8,7,74,186,1,93,110
99667,2,1,8,54,727,1,60,385
99666,2,688,7,7,706,1,3,992
99665,2,382,7,74,137,1,70,658
99664,2,44,1,66,952,1,29,385
99663,126,2264,7,53,214,4,60,153
99662,2,654,4,55,774,7,55,668
99661,0,204,8,89,621,7,87,96
99660,1,5,3,35,843,2,53,680
111894,1,1,7,74,356,2,0,306
111895,2,68,7,59,102,1,47,767
111890,73,1681,7,59,494,1,47,273
111891,1,5,7,44,851,4,5,252
99669,0,501,3,58,188,2,42,16
111893,1,2,7,74,94,8,23,994
95133,0,50,7,93,831,4,61,985
95132,2,9,3,88,847,2,0,646
95131,4,507,4,72,218,0,85,656
95130,126,2264,1,43,257,8,48,723
95137,0,655,8,75,317,0,99,351
95136,0,49,1,1,703,1,76,908
95135,1,5,1,7,229,8,76,988
95134,2,2,1,1,83,1,93,325
95139,1,5,7,82,60,4,3,575
95138,2,25,7,57,301,1,92,663
88347,2,1360,8,89,653,0,87,911
86118,2,1684,8,89,258,0,87,209
92765,2,13,8,6,275,4,57,30
92764,2,128,8,22,64,0,60,822
109224,1,5,1,66,359,8,29,311
107361,1,2,1,43,456,1,76,383
107360,1,83,1,43,456,1,76,413
107362,1,59,8,82,42,0,87,137
107365,2,91,7,18,47,1,16,94
107367,2,68,8,99,877,0,55,607
107366,1,5,1,43,910,1,76,843
107369,1,2,2,93,248,4,61,985
107368,126,2264,7,74,145,1,23,128
92769,2,1036,1,4,232,1,22,566
145879,2,1,7,0,764,4,36,473
145878,2,68,7,74,693,4,23,392
145873,1,2,2,5,819,4,31,820
145872,1,1,7,1,102,1,47,791
145871,2,2,7,4,862,1,22,710
145870,1,2,7,74,706,2,23,472
145877,2,1,8,22,383,0,60,193
145876,1,2,4,72,755,6,98,849
145875,1,5,7,11,742,4,34,701
145874,1,1,7,11,742,4,34,683
91937,2,262,1,56,577,8,13,720
91936,0,12,2,81,415,4,74,592
91935,126,2264,8,66,224,0,29,960
91934,2,57,7,7,304,1,3,129
91933,126,2264,7,4,592,1,3,460
91932,2,23,7,4,396,1,22,566
91931,3,972,2,69,478,4,60,747
91930,0,3,2,6,308,7,57,921
88349,2,607,1,99,600,6,55,608
91939,2,265,7,66,546,1,29,884
91938,2,144,3,66,359,8,29,311
107981,1,83,1,43,403,8,76,211
107980,1,2,2,69,248,4,31,269
107982,1,83,2,93,248,4,61,985
101180,1,2,7,11,97,4,34,683
110916,1,5,7,6,111,2,24,181
101209,2,128,7,74,928,4,23,800
110917,1,5,7,18,703,1,16,389
104188,0,1688,7,7,935,8,3,5
104189,0,3,8,82,275,0,65,186
104180,0,74,7,11,742,4,34,339
104181,1,5,8,93,80,1,61,945
85202,126,2264,1,43,719,8,76,370
85203,1,1,7,4,224,1,23,168
104184,1,1,2,87,911,4,50,707
104185,0,74,8,22,190,0,58,722
85206,2,234,1,56,110,8,13,130
104187,0,3,1,43,96,0,76,413
1324287,126,2264,7,66,247,4,29,884
101978,2,7,7,18,394,1,16,304
101979,0,13,1,43,456,8,76,644
101972,0,21,1,43,96,1,76,413
101973,0,10,8,22,99,0,85,351
101970,1,83,3,6,842,2,24,181
101971,17,2,2,81,458,4,74,54
101976,2,1,1,20,767,8,60,906
101977,2,3,7,7,412,1,3,955
101974,2,1,7,59,116,1,47,73
101975,1,3,1,99,249,8,51,415
105279,1,1,3,13,203,2,69,737
105278,1,1,4,72,693,6,95,392
105271,2,44,1,43,910,8,76,309
105270,2,44,7,66,546,4,29,189
105273,1,1,7,7,672,1,3,640
105272,2,1,7,7,229,1,3,988
105275,1,2,7,11,97,4,34,339
105274,2,1,8,63,383,0,23,709
105277,1,1,7,68,102,1,93,325
105276,1,1,1,68,186,1,93,325
1087964,48,676,8,28,696,1,97,768
1087965,1,2,7,59,116,1,47,73
1087960,1,1,7,93,6,1,61,75
1087961,0,12,1,31,618,1,61,75
1087962,126,2264,0,99,287,9,55,608
1087963,2,2,8,22,64,1,60,767
88184,126,2264,7,59,116,1,47,946
88185,126,2264,1,71,350,8,95,816
86799,2,7,7,44,977,4,5,751
86798,126,2264,2,81,664,4,74,54
86797,2,1499,1,20,901,8,70,126
86796,3,429,7,28,881,1,46,262
86795,2,9,8,61,256,0,7,873
86794,126,2264,7,48,330,0,3,109
86793,0,1690,5,27,875,7,75,885
86792,2,13,7,53,861,1,60,640
86791,2,626,1,1,192,1,92,632
86790,126,2264,4,83,318,6,90,253
85208,2,668,7,68,997,1,93,548
86571,2,9,7,18,659,1,16,344
2481368,0,1,7,48,180,2,0,680
106616,7,1,3,13,203,2,69,737
106614,1,1691,8,22,643,0,63,56
106615,1,1692,7,4,830,1,22,851
106612,1,1,7,4,232,1,22,566
106613,0,30,7,66,546,8,29,189
106610,1,5,8,22,258,0,60,902
106611,0,10,7,4,830,1,22,851
106618,0,12,7,4,830,1,22,851
106619,3,2,3,98,768,2,42,731
102726,1,1,2,6,133,4,57,54
102727,1,12,7,4,830,1,22,971
102724,2,1,8,68,34,0,93,321
102725,0,3,7,48,94,1,81,472
102722,2,1,1,7,364,8,76,180
102723,0,12,8,89,125,0,87,78
102720,2,1,7,4,830,1,22,971
102721,7,5,7,59,241,2,9,275
102728,1,5,7,1,153,8,3,247
102729,0,12,8,89,653,0,87,911
108544,0,1693,7,4,592,8,22,971
108545,2,68,1,1,876,1,92,336
89646,2,7,3,98,994,2,42,436
89647,126,2264,2,5,714,4,31,601
108540,2,0,2,5,714,4,31,601
89641,2,313,1,18,813,1,16,603
108542,1,2,8,68,102,1,93,767
108543,126,2264,1,64,378,4,59,586
108548,1,5,1,4,232,1,22,566
108549,1,5,7,4,396,1,22,888
100325,0,12,1,56,604,8,13,817
100326,3,547,7,53,214,4,60,392
110919,0,1,3,88,432,2,18,532
1215783,126,2264,7,44,646,4,34,136
109635,1,5,8,93,80,1,61,35
88596,2,3,7,61,391,6,7,61
87543,2,1336,7,59,83,1,47,653
109636,1,5,8,93,80,1,61,945
87545,2,1336,7,74,540,1,23,460
109630,0,12,8,20,83,0,70,653
109633,1,1,8,38,643,0,63,492
87546,126,2264,7,66,661,8,29,641
87549,126,2264,1,66,247,8,29,884
87548,2,742,8,54,258,0,60,209
109639,2,1,7,7,281,1,3,364
109638,1,5,8,39,574,7,37,29
88599,2,79,8,61,391,0,7,61
88598,2,7,7,4,862,1,22,710
86021,126,2264,8,22,64,8,60,640
86020,126,2264,7,68,186,1,46,110
86023,2,529,7,48,145,1,29,128
86022,0,1,7,74,185,1,23,776
86025,3,1694,7,7,672,1,76,211
86024,0,3,4,89,653,0,77,911
86027,4,1151,8,82,185,1,23,292
86026,2,1654,1,20,83,1,70,653
86029,126,2264,1,20,137,8,70,615
86028,2,1,3,98,994,2,42,436
100614,0,35,7,4,396,1,22,566
100615,2,1,1,66,952,8,13,924
100616,0,13,7,74,706,1,23,472
100617,126,2264,1,56,721,8,51,415
100610,1,1,7,59,494,1,47,73
100611,0,1,1,60,707,7,10,598
100612,0,1018,8,86,258,0,87,759
100613,3,657,7,86,833,1,22,199
84931,126,2264,7,4,128,1,49,787
84930,126,2264,2,16,784,4,96,407
84933,126,2264,8,86,39,0,93,759
84932,126,2264,3,13,203,2,69,932
84935,126,2264,3,13,203,2,69,932
100619,0,1,4,66,546,8,29,189
84937,126,2264,7,0,928,4,36,473
84936,126,2264,7,48,393,4,81,827
90512,1,2,7,68,41,1,93,907
90513,0,22,8,13,203,0,69,932
90510,0,36,7,28,170,1,97,67
90511,2,9,7,27,591,7,75,677
90516,0,35,8,61,391,0,7,61
90517,0,3,4,72,604,6,29,817
90515,0,22,2,81,263,4,74,173
90518,3,1698,7,81,664,4,74,592
90519,2,1699,7,66,546,1,29,189
101565,0,82,3,6,88,2,57,134
101564,2,76,2,81,415,4,74,81
101567,1,5,2,81,57,4,74,298
101566,0,3,8,24,51,1,73,141
101561,2,543,8,89,816,0,87,844
101560,0,2,7,59,494,1,47,73
101563,2,259,7,4,396,1,22,428
101562,126,2264,7,57,301,1,47,946
101569,2,102,1,56,514,1,13,266
101568,0,21,2,81,475,4,74,476
96828,2,52,7,44,139,4,34,142
96829,2,189,7,54,795,4,36,299
96820,1,2,7,11,742,4,34,683
96821,0,12,1,20,647,8,44,920
96822,2,1841,1,26,514,1,22,266
96823,2,1700,1,56,96,8,48,448
96824,0,12,4,72,755,6,98,849
96825,0,50,4,7,261,6,3,886
96826,126,2264,4,57,744,6,98,84
96827,2,348,7,44,844,4,5,400
98346,2,3,7,74,356,2,0,776
1639091,1,2,7,46,376,4,36,254
2620942,0,1701,7,80,913,4,36,430
92938,3,396,8,20,61,0,70,658
2620946,2,7,7,0,950,4,36,605
2620947,126,2264,1,56,249,8,51,415
110076,1,1,7,74,185,2,23,776
97881,0,105,2,5,666,8,31,2
97880,126,2264,7,1,83,1,70,7
97883,0,1,7,7,387,7,3,420
97882,2,355,4,83,962,6,90,253
97885,0,12,7,57,126,1,47,791
97884,1,2,7,7,548,1,3,917
97887,1,3,1,31,335,8,13,448
97886,0,3,1,43,521,8,48,316
97889,47,927,7,48,2,4,81,800
97888,2,488,7,11,646,4,23,50
95032,2,8,7,11,646,4,34,136
95033,2,9,7,11,97,4,34,751
95030,0,1,1,43,364,8,76,180
95031,0,19,7,54,727,1,81,385
95036,0,22,7,66,247,4,29,884
95037,2,481,7,66,590,4,39,329
95034,2,50,1,20,359,8,70,311
95035,2,240,7,18,33,1,16,74
95038,2,9,7,18,227,1,46,450
95039,0,3,7,11,97,4,34,683
92936,0,3,7,20,83,8,70,7
92937,2,1083,8,61,974,0,7,873
92935,2,223,8,61,256,1,7,873
93041,0,1,7,74,506,1,23,460
104303,1,5,8,61,256,0,7,873
104300,1,3,8,22,258,0,60,209
93042,0,156,7,27,98,1,75,122
104306,1,1,8,4,396,8,22,888
93044,2,14,7,4,41,1,93,907
96031,0,1796,7,57,301,1,92,663
96030,0,1422,1,31,618,8,76,123
104807,1,2,7,18,559,1,49,345
104806,0,13,1,56,96,8,48,370
104809,2,7,1,20,137,8,70,658
117919,2,2,7,11,97,4,34,683
117918,0,1,7,1,559,1,49,345
104808,2,1,7,11,97,4,34,339
117913,2,30,2,81,57,4,74,298
117912,1,1,2,81,827,4,74,298
117911,2,1,7,64,300,8,59,842
117910,1,2,7,1,192,1,92,632
117917,2,0,1,20,61,1,70,126
117916,1,1,1,31,167,8,76,760
117915,48,676,7,74,94,2,23,994
117914,0,12,1,1,389,1,92,808
91653,2,529,7,86,794,1,81,199
110039,0,21,7,48,405,4,81,800
110038,1,2,7,74,153,1,23,364
110031,1,1,4,67,922,6,2,335
110030,2,68,8,82,377,0,87,583
110033,1,5,7,28,916,1,97,768
110032,1,2,1,7,672,8,3,988
110035,126,2264,7,0,764,4,36,506
110034,1,1,7,18,33,1,16,94
110037,0,12,7,0,764,4,36,473
110036,1,5,7,48,479,4,81,699
106916,1,2,7,35,236,2,53,271
98309,2,139,3,58,737,2,18,580
98308,0,3,7,74,185,1,23,306
98307,2,76,8,89,626,0,57,109
98306,56,1706,1,43,647,8,44,920
98305,0,3,7,59,116,1,47,73
98304,2,76,7,46,439,4,23,39
98303,0,1,1,20,766,8,70,2
98302,0,12,1,20,970,8,44,955
98301,2,242,1,99,887,8,55,732
98300,2,189,7,74,241,2,9,675
1520907,2,1,2,81,57,4,74,298
2809765,1,2,7,28,916,1,97,768
2809764,1,2,7,28,87,1,97,437
2809763,1,5,7,7,747,1,3,364
2809762,1,5,1,31,296,8,76,123
105077,0,12,7,7,706,1,3,992
105076,0,12,0,66,604,8,36,817
105075,1,2,7,68,41,1,93,907
105074,1,2,8,60,487,7,10,846
105073,1,2,7,66,661,8,29,641
105072,1,2,7,57,494,1,47,791
105071,2,664,1,43,910,8,76,413
105070,2,30,7,60,28,7,10,186
105079,1,2,7,4,841,1,22,971
105078,1,1,1,1,885,1,70,303
97308,0,12,7,93,6,1,61,75
97309,126,2264,1,26,514,1,22,266
97302,2,102,1,4,396,1,22,428
97303,2,13,8,7,364,0,76,180
97300,0,35,8,75,589,0,85,837
97301,0,3,8,2,255,0,50,449
97306,0,723,7,74,647,8,44,920
97307,0,21,7,0,913,4,36,987
97304,126,2264,7,46,439,4,23,39
97305,2,382,7,66,546,4,29,189
107500,1,5,1,98,446,2,19,229
107502,1,5,7,20,137,4,70,219
107509,1,83,1,7,364,8,76,180
92683,0,1707,8,61,269,0,7,544
87846,1,5,1,20,137,8,70,126
1447330,2,1218,7,48,304,4,81,132
98879,2,9,8,68,41,0,93,321
94144,2,13,7,18,98,1,16,437
94147,2,588,7,57,1,1,92,791
94146,1,1,8,61,256,0,7,528
94141,126,2264,7,7,747,4,3,132
94140,126,2264,1,4,862,1,22,710
94143,126,2264,8,22,258,0,60,209
94142,2,274,1,43,284,1,76,979
98871,0,3,2,81,57,4,74,298
98870,2,1238,4,61,60,6,7,255
98873,126,2264,1,20,137,8,70,658
98872,0,12,7,4,798,1,22,60
94149,3,365,1,1,153,8,3,955
98874,2,259,1,99,266,8,51,146
98877,126,2264,7,74,697,1,23,365
98876,0,22,2,81,415,4,74,81
90655,2,13,7,0,543,4,81,394
90654,0,60,8,89,203,0,87,739
90657,2,129,7,74,928,8,23,472
90656,2,3,7,0,950,4,36,605
90651,2,30,1,4,540,1,22,520
90650,2,837,4,72,535,6,95,721
90653,2,1518,1,99,952,8,55,171
90652,0,233,8,53,861,1,60,640
90659,2,65,7,59,64,1,60,640
90658,3,519,7,48,949,4,81,827
108709,1,2,7,7,224,1,19,960
104858,2,1,1,66,224,1,19,168
104859,0,12,7,1,715,1,92,306
104856,2,68,7,18,733,1,16,277
104857,2,68,7,43,948,1,23,20
104854,0,74,7,99,652,8,55,805
104855,1,2,7,28,916,1,97,768
104852,2,5,7,68,102,1,93,767
104853,0,74,7,18,758,1,16,603
104850,2,68,7,24,730,1,73,75
104851,1,5,7,66,546,1,29,189
87842,3,1530,7,59,494,1,47,73
91014,2,13,8,61,974,0,7,873
91015,2,1920,1,4,396,1,22,888
91016,2,1921,7,4,592,1,93,65
91017,126,2264,7,66,546,4,29,189
91010,2,9,7,57,359,1,29,311
91011,2,97,0,29,204,9,56,953
106751,0,3,7,74,185,6,23,472
91013,0,1926,2,69,849,7,31,486
91018,0,1899,2,53,609,4,60,668
91019,0,62,7,66,546,4,29,189
106759,2,567,1,66,247,8,55,884
106758,2,30,8,75,530,0,99,447
95645,1,3,8,89,258,0,87,209
95644,0,978,8,89,971,0,85,351
107084,1,2,3,88,924,2,0,844
105818,2,30,8,13,203,0,69,759
107086,2,30,7,44,483,8,5,339
107087,2,30,7,28,94,1,23,472
107080,1,922,7,59,978,1,19,578
107081,1,5,7,44,36,4,5,291
107082,1,5,7,29,971,8,56,409
107083,1,2,8,82,974,1,7,528
105811,2,68,4,72,157,6,98,939
105810,2,30,7,24,730,1,73,75
105813,1,2,7,54,94,1,97,506
105812,2,44,7,7,594,8,3,805
107089,1,5,2,69,943,4,31,495
145930,126,2264,7,48,304,1,3,886
95649,0,52,7,59,148,1,47,273
85818,3,254,7,11,742,4,34,701
95648,0,298,2,81,458,4,74,592
92099,126,2264,2,81,458,4,74,592
100369,126,2264,7,7,672,1,3,640
100364,0,22,7,80,900,4,36,941
92094,2,53,1,20,404,1,70,658
92097,0,499,3,98,768,2,42,731
92096,2,7,3,58,16,2,42,412
92091,2,224,1,31,439,4,76,123
100361,0,3,3,58,16,2,42,551
100362,2,13,1,56,952,8,13,383
92092,126,2264,8,75,530,0,63,447
145688,1,1,8,75,289,0,63,837
145689,1,1,7,74,456,0,23,947
110958,2,1,8,22,383,0,63,418
110959,1,2,7,61,265,1,7,389
110952,0,1,7,93,80,1,61,35
145681,1,1,2,69,274,4,96,914
110950,2,1,8,22,902,0,60,822
145683,2,68,6,64,337,8,59,634
