,km_10,km_100
91430,3,40
91431,2,19
91437,8,59
91434,3,6
91435,8,26
91438,3,92
91439,3,54
103710,8,68
91200,3,54
103712,3,80
103713,8,5
103714,3,40
91204,3,54
91207,2,47
111949,3,51
104011,8,97
95393,6,10
95392,3,2
95391,3,2
95390,8,77
92169,3,40
92168,3,40
95395,3,24
95394,8,76
92165,3,24
92164,3,6
92167,3,40
95398,3,82
92161,3,54
92160,3,39
92163,3,39
92162,3,39
99424,3,92
98629,8,26
98621,3,6
98622,3,15
98623,8,26
107938,2,47
107939,2,44
110536,3,82
110537,8,86
110530,2,47
110531,3,37
110532,3,26
110533,3,54
107933,3,24
107934,3,89
107935,3,92
107936,8,9
107937,8,86
85864,3,26
85865,8,26
112707,3,26
112706,3,54
96098,2,47
112701,3,23
112700,3,37
112703,7,7
112702,7,7
87974,6,10
87975,3,24
85868,3,26
109264,2,47
89735,2,47
87977,3,50
98088,3,54
98089,7,7
98084,8,26
87970,3,26
98086,9,19
98087,8,97
98080,8,86
98081,3,40
98082,8,48
87971,8,44
87972,3,39
109261,2,17
99979,8,69
99978,3,48
99973,3,40
99972,6,10
99971,3,8
99970,7,7
99977,6,10
99976,3,37
99975,3,54
99974,3,38
105796,8,44
105795,8,17
105792,8,68
105793,3,37
105790,3,92
105791,3,40
101943,8,40
105798,8,53
105799,7,38
106497,3,72
104773,7,86
104772,8,26
104771,3,56
104770,2,47
104777,3,89
104776,3,89
104775,7,86
104774,3,39
104779,3,51
104778,3,51
105421,3,24
112398,3,24
105423,3,6
105424,2,47
105425,3,6
105426,3,6
105427,3,6
112392,3,72
105429,3,8
112390,3,54
112391,3,54
112396,3,89
112397,8,15
112394,8,15
112395,3,56
106689,3,54
106685,3,37
106684,7,7
106687,3,79
106686,6,12
106680,7,7
106683,3,8
2641101,8,91
104112,3,40
99025,3,26
99024,6,12
99027,2,47
99026,8,59
99021,3,72
99020,6,10
99023,2,47
99022,2,44
99029,3,6
99028,8,59
107480,3,40
107481,3,24
107482,2,47
107483,3,54
107484,3,39
107485,8,46
107486,3,62
107487,0,25
107488,7,7
107489,3,37
109938,3,26
109939,3,39
109936,3,62
109937,3,54
109934,8,26
109935,2,47
109932,3,24
109933,2,2
109930,3,18
109931,3,40
107159,3,26
107150,3,40
107151,7,26
112024,3,54
112025,6,88
112026,0,68
112027,2,47
112020,8,59
112021,3,50
112022,8,59
112023,8,48
112028,3,37
112029,3,93
88508,3,93
88509,8,26
109680,8,48
109681,3,93
109682,8,69
109683,0,68
109684,3,24
109685,8,48
88506,8,48
109687,3,41
108085,8,59
108084,8,5
108083,3,40
108089,3,51
108088,8,53
182991,3,24
182990,8,91
182992,8,53
103290,7,7
799988,3,56
100689,3,54
100688,3,53
799989,3,89
100683,3,56
100682,3,56
100681,3,40
100680,8,59
100687,3,53
100686,3,40
100685,3,40
108339,8,26
108338,7,7
108337,3,54
108336,3,26
108335,2,47
108334,5,40
108333,7,7
108332,3,24
108331,3,97
108330,3,39
91375,3,54
103485,7,38
103486,8,53
103487,3,37
103480,9,30
103481,3,40
103482,3,44
103483,8,39
103488,3,8
103489,3,6
87880,3,93
87881,3,24
87882,2,39
87883,7,7
87884,2,47
87885,3,48
87886,3,54
87887,3,56
87888,3,53
87889,3,26
95085,8,48
95084,3,97
99799,3,62
99798,3,6
97813,3,26
103296,8,44
86829,8,59
86828,3,54
86821,3,26
86820,3,24
86823,8,15
86822,8,77
86825,3,54
86824,8,69
86827,3,6
86826,3,54
95089,3,26
95088,6,12
99795,6,10
95628,3,51
105011,3,39
105010,3,89
105013,2,44
105012,2,47
105015,3,26
105014,3,92
105017,3,80
105016,3,18
105019,7,3
105018,6,10
4023631,3,26
4023639,3,26
87066,3,54
87067,3,54
87064,3,18
87065,8,91
87062,3,92
87063,3,40
87060,8,48
87061,8,48
94930,8,5
122260,3,40
122263,3,24
94933,8,80
122265,3,40
94935,6,66
87068,8,44
87069,3,56
118501,3,93
118500,3,79
118503,3,92
118502,3,40
118505,4,38
118504,3,26
118507,3,54
118506,8,80
118509,3,40
110732,8,59
110733,7,86
110730,3,12
110731,8,26
110736,3,26
110737,7,7
110734,8,26
110735,8,48
110738,6,10
110739,5,40
96398,3,24
96399,8,26
94298,8,76
96392,3,18
96393,4,13
96390,3,39
96391,0,85
96396,3,26
96397,3,91
96394,8,12
96395,8,25
110088,3,24
110089,3,82
110085,3,6
110086,8,10
110087,2,6
110080,3,56
110081,2,17
110082,3,26
149288,3,62
149289,3,93
149285,7,86
149287,3,39
96640,3,48
96641,3,6
96642,3,54
96643,3,51
96644,3,6
96645,3,40
96646,2,44
96647,3,24
96648,3,6
96649,8,80
97513,3,56
97512,3,40
97511,3,54
97510,3,54
97517,3,39
97516,9,30
97515,3,26
97514,8,9
97519,3,53
97518,3,6
118084,3,54
118085,3,40
102539,7,7
102538,8,9
118080,3,26
118081,3,89
118082,3,54
118083,3,26
102533,3,54
102532,3,15
102531,3,40
102530,3,15
102537,7,25
102536,3,54
102535,3,54
102534,3,8
95609,8,48
95608,8,26
95601,3,54
95600,3,6
95603,3,20
95602,0,42
95605,6,10
95604,3,39
95607,3,26
95606,3,12
112622,8,52
112623,3,6
112620,8,5
112621,4,36
112626,7,7
112627,2,47
112624,3,26
112625,2,44
112628,2,44
112629,8,26
92558,3,80
107019,3,91
107018,3,91
107013,8,69
92551,3,15
107011,3,26
814956,3,26
107017,3,44
92555,6,10
92556,2,44
107014,3,26
3217227,8,15
96025,8,59
3217228,3,40
91609,3,6
91608,8,5
106948,0,25
106949,3,40
91605,2,47
91604,8,59
91607,8,5
106945,3,48
91601,6,10
91600,3,98
91603,2,37
91602,6,10
90673,0,26
93608,8,26
111723,3,23
90672,3,54
93603,3,50
93602,7,7
93601,3,6
93600,8,95
93607,3,95
93606,8,26
93605,8,12
93604,3,24
90670,3,24
90677,3,18
90676,3,6
90675,3,54
90674,2,44
104092,2,47
104093,3,37
104090,3,89
104091,8,89
104096,3,26
104097,3,44
104094,3,6
104095,3,6
104098,3,54
104099,3,6
90679,3,26
90678,3,37
2644672,3,82
2644673,0,85
205788,3,92
205789,3,53
800859,3,40
800858,3,54
104359,3,93
104358,5,40
104636,8,44
104637,3,80
104634,3,80
104635,3,80
104632,3,87
104633,3,87
104630,3,87
104631,3,87
104638,3,87
104639,3,92
104355,2,17
104354,3,92
93014,3,8
105323,3,18
105322,3,26
105321,3,93
105320,3,93
105327,3,40
105326,3,54
105325,3,93
105324,3,40
93012,8,59
105329,3,91
105328,3,50
96061,7,86
104353,3,89
93011,8,48
84808,5,40
107041,7,7
84779,3,89
84778,3,89
84777,3,26
84776,3,93
84775,3,62
84774,3,44
84773,8,48
84772,3,37
84771,2,47
84770,8,78
108984,3,6
108985,3,44
108986,3,92
108987,3,26
108980,3,24
108981,8,26
108982,2,47
108983,2,39
108988,7,7
108989,3,92
91623,0,69
91622,8,59
106962,8,80
106161,2,44
106162,3,26
106163,7,7
106164,3,26
106165,6,10
106166,3,18
106167,8,59
106168,2,47
106169,3,54
106965,7,86
102670,3,80
102671,8,26
102672,3,44
102673,3,39
102674,3,40
102675,3,40
102677,8,26
102678,8,25
102679,3,26
106967,8,26
1446374,8,48
85914,8,26
85915,3,39
85916,3,51
85917,3,53
85910,2,17
85911,3,39
85912,7,7
85913,2,47
89060,8,15
89061,3,54
89062,3,44
89063,3,40
85918,3,89
85919,3,24
89066,3,87
89067,4,36
103079,3,8
87459,3,54
87458,3,24
109767,3,26
87456,7,98
109765,3,62
87454,3,26
109763,8,48
87452,7,7
109761,3,93
109760,0,68
108852,8,46
108853,3,25
108850,3,37
103695,8,48
103694,8,48
103697,3,6
103696,3,40
103691,8,11
103690,3,53
103693,3,53
103692,3,89
108856,3,24
103699,3,50
103698,3,6
89973,3,26
88339,3,26
88338,3,40
108854,3,54
88333,3,48
88332,8,5
88331,8,26
108855,3,40
88337,3,54
88336,3,54
88335,8,40
88334,2,47
100528,3,26
100529,3,51
100526,3,26
100527,2,44
100524,3,44
100525,3,39
100522,3,24
100523,2,44
100520,3,6
100521,3,44
1508927,3,12
86328,2,2
86329,3,51
86326,3,92
86327,3,87
86324,3,93
86325,3,26
86322,3,80
86323,3,26
86320,3,51
86321,3,54
90408,3,82
90409,8,53
90400,8,59
90401,3,91
90402,3,93
90404,8,5
90405,3,40
90406,8,59
90407,2,44
101699,3,54
101698,3,93
101697,3,93
101696,3,39
101695,3,24
101694,3,56
101690,3,54
101349,9,44
101348,3,87
101341,4,15
101340,8,26
101343,3,44
101342,3,40
101345,3,39
101344,8,26
101347,8,80
101346,3,80
2365229,3,39
91552,8,80
85147,8,53
85146,3,92
85145,3,24
85144,8,26
85143,3,8
85142,3,89
85141,7,11
85140,8,25
85149,3,24
85148,3,37
134729,3,37
134728,8,44
134727,3,89
134726,3,6
134725,3,37
134724,3,26
134723,3,6
134722,3,87
97999,3,24
97998,3,37
97997,3,37
97996,3,93
97995,8,59
97994,8,5
97993,8,6
97992,3,40
97991,3,40
97990,3,93
1639543,3,15
103291,8,53
109456,5,24
94879,8,86
94878,8,48
94875,3,37
94874,3,18
94877,3,37
94876,2,44
94871,3,48
94870,3,40
94873,2,65
94872,3,54
2421008,3,26
1216059,3,40
111657,8,53
111658,3,8
111659,8,26
95838,3,26
95839,3,40
95832,2,47
95833,8,48
95830,3,50
95831,3,53
95836,3,97
95837,5,40
95834,6,12
95835,7,7
89503,3,93
89502,7,3
89501,3,72
89500,3,89
89507,3,44
89506,8,4
89505,3,23
89504,3,56
89509,7,86
89508,2,47
2656036,3,37
110299,3,39
110298,9,19
110295,0,25
110294,8,2
110297,3,62
110296,3,26
110291,3,54
110290,3,91
110293,3,25
110292,3,54
92824,3,82
92825,3,26
92826,3,40
92827,3,24
92820,7,7
92821,3,54
92822,2,65
92823,3,26
92828,3,8
92829,8,59
96565,3,26
96564,3,95
96567,3,91
96566,3,26
96561,2,44
96563,7,7
96562,3,6
96569,3,10
96568,3,93
91695,3,26
91692,0,85
91693,3,25
105121,3,53
105120,6,10
105123,3,26
105122,3,24
105125,2,47
105124,7,7
105127,7,7
105126,3,51
105129,3,92
105128,3,89
109180,3,82
103293,3,89
93889,3,6
93888,3,6
93885,3,54
93884,8,17
93887,3,92
93881,6,10
93880,3,92
93883,3,24
93882,0,74
91698,3,26
88108,6,10
91699,3,82
88109,8,53
105699,3,91
105698,6,10
105693,8,26
105692,8,48
105691,3,93
105690,3,93
105697,3,93
105696,3,93
105695,3,93
105694,8,12
97748,8,26
97749,2,47
94053,7,7
94052,7,7
94051,3,26
94050,3,26
94057,3,40
94056,3,24
94055,3,92
94054,2,47
1992989,7,7
94058,3,40
102478,3,40
102479,2,47
102476,3,26
102477,3,39
102474,2,47
102475,8,9
102472,7,7
102473,3,12
102470,0,68
102471,3,24
108614,3,97
108615,3,89
108610,3,72
108611,3,26
108612,3,6
108613,3,92
95979,8,48
95978,3,39
2677566,3,93
2677565,2,65
118295,3,37
118294,3,26
118297,3,82
118296,3,98
118291,3,44
118290,3,87
118293,3,87
92524,3,69
118299,8,69
118298,3,6
92526,3,40
104611,6,10
95973,8,48
86648,8,59
91102,3,87
91103,3,44
91100,0,5
91101,3,39
91106,3,6
91107,2,47
91104,3,26
91105,3,92
91108,3,26
91109,7,86
99476,3,50
99477,4,15
99474,8,53
99475,8,48
99472,8,48
99473,3,32
99470,4,15
99471,3,26
104617,3,54
99478,3,62
99479,8,80
104369,3,37
106578,8,59
109569,3,54
109568,3,48
109565,3,48
109564,3,25
109567,6,10
109566,8,86
106577,2,65
106576,3,44
106575,8,6
109562,8,44
105903,4,38
105902,3,24
105901,8,26
105900,3,44
105907,8,53
105906,7,7
105905,3,39
105904,8,48
105909,3,37
105908,3,97
92459,8,98
92458,8,9
92455,3,78
92454,2,47
92457,3,82
92456,3,56
92451,3,82
92450,3,82
92453,3,48
92452,3,48
91818,7,7
91814,3,82
91815,8,26
91816,2,37
91817,2,47
91810,8,26
91811,3,39
91812,3,40
91813,3,18
145792,0,43
145793,6,10
145790,3,24
145791,3,26
145796,8,26
145797,8,13
145794,8,26
145795,3,37
107220,3,26
107221,3,62
145798,7,7
145799,5,1
107224,3,6
107225,3,62
107226,3,92
104361,3,26
98798,3,12
98799,3,53
98794,3,54
98795,3,53
98796,3,54
98797,7,7
98790,4,73
98791,8,59
98792,8,1
98793,2,47
101711,3,40
104362,3,24
110970,2,47
1088050,3,26
101107,3,89
101106,3,24
101105,3,24
101104,3,26
101103,3,26
101102,3,50
101101,3,54
101100,8,90
101109,8,48
101108,3,89
117874,2,47
117875,3,60
117876,5,40
93419,3,87
117870,3,54
117871,3,56
117872,3,38
117873,3,54
93412,3,72
93413,3,39
93410,3,18
93411,3,24
117878,3,2
117879,2,6
93414,3,92
93415,3,26
98248,8,26
98249,3,44
98242,3,26
98243,3,24
98240,6,10
98241,3,6
98246,3,79
98247,3,54
98244,6,10
98245,8,80
104364,3,26
85301,5,1
85302,3,53
85308,3,53
104365,0,25
87239,3,26
87238,3,54
87237,3,92
87236,3,92
87235,8,80
87234,3,26
87233,8,59
87232,3,18
87231,8,48
87230,3,18
104367,8,26
101815,3,53
101814,3,6
101817,3,18
101816,3,54
101811,3,26
101810,2,44
101813,9,19
101812,3,53
101819,3,54
101818,3,26
86548,3,54
86549,3,37
86546,3,37
86547,3,62
86544,8,95
1431445,3,80
86542,8,68
86543,3,40
86540,3,54
86541,3,8
1379538,6,40
98478,3,24
2621047,3,26
2621048,8,26
2621049,9,44
104401,3,92
89749,3,26
89748,3,37
89745,8,69
89744,3,82
89747,8,71
89746,2,47
89741,8,26
89740,3,12
89743,3,48
89742,3,26
85899,3,82
85898,3,24
85891,3,98
85890,8,5
85893,3,6
85892,8,59
85895,3,89
85894,3,37
85897,8,26
85896,3,26
89299,3,54
89298,3,97
3203656,7,86
3203657,3,40
3203655,8,26
89293,3,26
89292,8,26
3203658,9,19
3203659,2,44
89297,3,6
89296,3,37
89295,2,47
89294,3,26
87790,2,44
87791,3,53
87792,8,48
87793,3,54
87794,3,56
87795,8,44
87796,3,33
87797,3,82
87798,8,26
87799,8,26
2620797,8,26
96409,8,26
84856,3,26
84857,8,26
84854,3,72
84855,3,51
84852,3,40
84853,3,82
84850,3,26
84851,3,40
97760,7,3
88163,3,18
88160,3,89
88161,3,39
97764,0,42
97765,3,72
97766,3,18
88165,3,82
100779,3,93
100778,0,85
100777,3,40
100776,3,24
100775,3,39
100774,8,44
100773,3,39
100771,3,56
100770,8,48
821305,3,26
821306,8,26
92771,3,40
106105,3,18
1765367,3,44
90239,3,54
90238,8,65
90233,3,56
90232,3,87
90231,4,35
90230,3,24
90237,0,85
90236,8,69
90235,3,18
90234,3,26
96961,8,68
96960,3,54
96963,3,82
96962,3,26
96965,3,23
96964,8,74
96967,3,26
96966,3,97
96969,3,24
96968,3,97
118428,8,5
118429,3,56
94448,3,15
94449,3,97
94440,3,6
94441,8,26
94442,8,5
94444,7,25
118424,2,44
94446,7,86
94447,3,54
118425,3,6
91577,3,54
91576,8,9
91575,3,62
104001,3,72
91574,0,69
93343,3,56
91573,3,54
104003,3,93
91572,3,12
91571,3,6
104005,2,47
91570,3,6
104004,3,6
104007,3,87
104006,3,92
111199,3,54
111198,3,44
111191,3,54
111190,3,97
111193,3,80
111192,3,44
111195,3,24
111194,3,87
111197,3,54
111196,3,92
110822,3,92
110823,3,97
110820,7,25
110821,7,25
110826,8,9
110827,3,26
110824,3,44
110825,3,80
95313,3,80
95312,0,68
110828,3,18
110829,3,72
95317,3,26
95316,3,54
95315,8,26
95314,3,54
111443,3,18
111442,3,89
111441,3,82
111440,3,40
93254,3,95
93255,8,59
93256,3,40
93257,8,26
93250,3,32
93251,3,24
93252,3,72
93253,3,26
93259,3,44
110310,8,48
110311,3,26
110312,6,10
110313,8,44
110314,2,44
110315,7,7
110316,3,98
110317,3,60
110318,3,54
110319,3,40
104441,3,26
104440,3,40
104443,8,59
104442,8,18
96154,8,26
104444,3,89
96156,3,24
96157,3,26
96158,3,8
96159,3,54
118125,6,10
118124,8,48
118123,6,10
118122,8,26
118121,3,89
118120,3,93
106359,4,15
106358,3,40
106353,3,26
106352,3,39
106351,3,91
106350,3,82
106357,8,86
106355,8,9
106354,3,80
102849,3,44
102848,3,54
102843,3,54
102842,6,66
102841,3,56
102840,3,97
102847,8,48
102846,3,53
102845,3,80
102844,8,81
98004,3,6
98005,7,7
98006,0,25
98007,6,10
98000,3,6
98001,3,12
98002,3,95
98003,2,17
98008,2,4
98009,3,26
93926,3,26
93927,2,17
93924,2,44
93925,3,6
93922,9,19
93923,3,62
93920,3,92
93921,3,24
93928,8,26
93929,3,69
97203,3,24
97202,3,69
97201,3,40
97200,8,48
97206,2,47
105718,3,87
105719,3,54
105716,3,54
105717,3,24
105714,8,65
105715,3,82
105712,3,26
105713,8,76
105710,8,44
105711,3,24
107408,8,26
107400,3,24
107401,7,7
107402,2,47
107403,2,47
107405,7,7
107406,3,37
107407,3,53
112312,3,53
112313,3,6
112310,3,40
112311,3,44
112316,3,39
112317,8,59
112314,2,44
112315,8,26
112318,8,26
112319,8,44
102159,3,12
102158,8,74
102151,3,89
102150,8,26
102153,3,24
102152,3,53
102155,8,5
102154,8,59
102157,7,45
102156,3,89
98916,3,89
98917,8,26
98914,2,44
98915,3,23
98912,3,92
98913,2,47
98910,3,6
98911,2,47
98918,3,92
98919,8,48
108008,3,33
108005,8,59
108004,3,24
108001,8,26
108000,3,26
108003,3,6
108002,3,24
103408,3,26
103409,8,46
103404,3,82
103405,3,26
103406,2,47
103407,3,54
103400,8,26
103401,3,92
103402,3,92
103403,3,24
111838,3,6
111839,6,10
111832,7,7
111833,3,26
111830,3,8
111831,8,23
111836,3,89
111837,8,26
111834,3,98
111835,3,18
87808,3,51
87809,7,24
87800,8,26
87801,8,26
87802,2,47
87803,8,72
87804,3,40
87805,3,95
87806,3,6
87807,3,82
109064,3,54
109065,8,59
109066,8,38
109067,3,40
109060,3,72
109061,3,40
109062,8,39
109063,2,47
109068,3,91
109069,3,24
100179,3,26
100178,8,44
92644,8,18
92645,8,26
92646,3,6
100176,2,44
92640,3,40
100170,3,87
92642,8,48
100172,7,25
91703,3,6
105160,3,62
95335,7,26
95334,7,95
95336,8,26
95331,3,24
95330,7,35
96720,3,48
2487561,6,12
118157,8,26
95332,3,26
104126,3,44
104127,3,26
104124,3,24
104125,3,97
104122,2,38
104123,3,40
104120,8,6
104121,3,8
104128,4,15
104129,2,44
2644560,3,26
85510,3,40
85511,3,40
85512,3,54
85513,3,44
85514,3,72
85515,6,12
85516,8,48
85517,2,31
85518,8,59
85519,7,7
127921,3,53
127920,3,54
127923,3,26
127922,3,39
127925,3,39
127924,8,44
127927,3,53
127926,3,8
127929,3,40
127928,3,26
1213453,3,26
86739,2,47
86738,3,95
86731,3,40
86730,3,24
86733,6,66
86732,3,26
86735,3,87
86734,3,48
86737,2,47
86736,3,26
93555,3,24
88829,3,44
88828,8,26
88823,8,26
88822,8,48
88821,3,87
88820,3,26
88827,2,47
88826,3,93
88825,3,24
88824,2,97
96312,8,26
96313,3,24
96310,3,92
96311,8,70
89158,8,59
89159,8,5
96314,8,23
96315,2,26
89154,3,93
89155,3,40
89156,3,6
89157,7,24
89150,2,47
89151,8,53
89152,3,44
89153,3,24
103365,8,5
103364,8,59
103367,7,35
103366,3,91
103361,3,39
103360,0,85
103363,3,80
103362,3,54
625722,3,26
103369,3,50
103368,7,7
94228,3,40
94229,2,44
94220,8,26
94221,3,82
94222,3,54
94223,8,80
94224,3,40
94225,3,54
94226,3,26
94227,9,30
118008,3,60
118009,2,47
118004,3,82
118005,3,82
118006,3,37
118007,3,37
118000,3,24
118001,3,39
118002,3,80
118003,3,91
97049,3,38
97048,8,98
97045,8,26
97044,8,53
97047,8,44
97046,3,92
97041,3,93
97040,8,5
97043,3,15
97042,7,86
99229,7,3
99228,2,44
99227,3,26
99226,3,37
99225,3,8
99224,3,37
99223,3,44
99222,8,48
99221,3,23
99220,3,39
95579,3,26
95578,3,24
95572,3,37
95571,3,51
95570,3,87
95577,7,25
95576,3,91
95575,3,6
95574,3,69
97599,3,37
97598,8,5
97593,3,8
97592,3,91
97591,3,54
97590,3,40
97597,3,38
97596,8,48
97595,8,26
97594,3,95
95681,6,10
95680,7,7
90068,3,39
90069,8,69
95685,3,26
95684,2,47
95687,3,82
95686,2,44
90062,2,47
90063,3,93
90060,3,26
90061,7,7
90066,8,26
90067,3,50
90064,3,89
90065,6,26
121169,2,47
121168,3,54
121167,3,17
121166,3,37
121165,3,54
121164,3,56
121163,3,39
121162,3,26
121161,3,44
121160,3,12
212970,3,24
96888,3,18
96889,8,26
96882,8,26
96883,3,82
96880,7,86
96881,8,26
96886,8,80
96887,3,40
96884,3,18
96885,6,66
112848,7,7
112849,3,62
112846,7,7
112847,0,69
112844,3,72
112845,2,47
112842,2,47
112843,3,44
112840,3,26
112841,3,92
94769,3,54
94765,8,59
94764,3,39
94767,8,83
94766,3,54
94761,3,26
94760,3,40
94763,3,6
94762,3,6
93317,8,26
91620,3,8
85755,3,89
89833,2,47
89832,3,24
89831,7,86
89830,3,37
89837,3,18
89836,6,12
89835,8,10
89834,3,97
89839,3,26
89838,8,48
91625,3,82
97863,3,54
97862,8,44
97861,8,26
97860,3,26
97867,3,40
97866,3,37
97865,2,44
97864,8,9
97869,3,72
97868,7,7
108225,2,47
111769,2,17
92334,3,26
92335,3,53
92336,3,26
92337,0,85
92330,7,7
92331,8,26
92332,3,54
92333,8,15
92338,2,17
92339,7,7
148485,4,38
148484,3,18
118105,3,26
118104,3,50
118107,3,25
102230,3,40
118106,3,15
90760,3,44
118101,2,47
102232,8,26
118100,3,80
102233,3,80
118103,8,80
102234,8,44
118102,8,69
96055,3,18
96054,8,26
96057,3,41
96056,3,92
96051,3,24
96050,2,44
96053,3,18
96052,3,39
96059,7,7
96058,6,10
106258,3,39
106259,3,87
106256,3,91
106257,8,59
106254,3,54
106255,3,24
106252,8,26
106253,3,6
106250,2,65
106251,0,69
105509,2,47
105508,7,7
105507,3,68
105506,3,80
105505,3,53
105504,3,72
105503,6,10
105502,3,54
105501,3,37
105500,3,62
99146,3,62
99147,2,47
99144,3,25
99145,3,26
99142,8,26
99143,3,97
99140,3,25
99141,3,54
99148,3,92
99149,3,95
108908,3,26
108909,7,64
108904,3,54
108905,3,87
108906,3,87
108907,3,92
108900,2,44
108901,3,18
108902,8,18
108903,3,8
107611,7,7
107610,3,26
107612,8,26
107615,5,40
107616,3,87
112103,3,26
112102,3,87
112101,2,47
112100,3,8
112107,3,62
112106,3,40
112105,8,26
112104,3,91
112108,8,86
108278,3,26
108279,8,92
108272,8,26
108273,3,8
108270,7,86
108271,3,26
108276,8,77
108277,3,62
108274,3,26
108275,3,62
103619,3,17
103618,3,87
91524,3,24
91525,3,82
91526,8,54
91527,3,8
91520,3,82
103610,3,39
91522,3,40
91523,2,6
145626,3,54
145627,7,35
145624,3,26
145625,7,7
145628,3,54
145629,0,25
101617,3,26
101616,2,38
101615,8,26
101614,3,82
101613,3,44
101612,3,54
101611,3,95
101619,3,26
101618,8,26
103598,3,24
106443,3,24
91381,3,26
91382,7,7
106440,2,47
106447,3,26
106446,3,40
91387,3,97
182567,8,48
182568,8,26
85495,3,39
85494,3,44
85497,8,5
85496,3,92
85491,8,59
85490,3,40
85493,3,92
85492,0,84
85499,3,18
85498,8,26
1515499,2,17
1515492,3,93
85723,3,54
85722,7,7
85721,2,17
85720,8,48
85727,3,48
85726,3,24
85725,7,7
85724,8,59
85729,3,53
85728,2,47
87383,3,26
87382,3,26
87381,3,54
87380,8,48
87387,3,82
87386,3,40
87385,3,26
87384,3,54
87389,3,54
87388,2,47
87659,3,92
87658,3,18
87651,6,10
87650,3,6
87653,0,85
87652,3,40
87655,3,54
87654,3,26
87657,2,44
87656,3,12
99047,8,26
89589,3,25
89588,8,44
99046,3,89
89583,3,87
89582,3,26
89581,3,24
89580,3,40
89587,3,26
89586,8,69
89585,3,26
89584,6,10
99044,8,59
99043,8,91
99042,3,54
2620885,8,26
2620886,8,59
2620881,3,93
2620880,3,50
99040,3,26
2620889,2,39
2620888,3,44
88988,6,66
88989,7,7
88984,3,54
88985,8,26
88986,8,65
88987,3,26
88980,3,26
88981,8,26
88982,3,26
88983,3,26
110169,3,44
110168,2,47
110163,3,82
110162,8,44
110161,3,6
110160,8,26
110167,3,62
110166,3,54
110165,3,93
110164,3,24
88678,3,26
88679,8,26
88672,4,15
88673,3,82
88670,8,15
88671,8,26
88676,7,33
88677,3,6
88674,3,93
88675,3,62
96297,3,6
96296,3,18
96295,3,87
96294,2,47
96293,3,89
96292,3,72
96291,3,89
96290,3,6
96299,3,6
96298,8,92
97658,3,37
97659,3,92
97654,3,26
97655,8,37
97656,3,92
97657,3,92
97650,3,97
97651,3,91
97652,3,93
97653,3,18
90929,8,26
90928,3,92
90923,3,26
90922,3,54
90921,8,54
90920,3,93
90927,3,56
90926,3,54
90925,3,26
90924,8,44
1972008,4,3
99380,8,77
99383,8,70
99384,3,18
99385,3,33
99386,7,86
99387,3,26
99388,8,38
99389,3,26
112373,8,26
118219,3,92
118218,3,54
118215,3,62
118214,3,82
118217,3,92
118216,2,47
118211,8,5
118210,3,24
118213,3,54
118212,0,25
88052,3,54
112376,3,54
88053,8,69
112377,8,26
88050,3,39
88051,7,86
88056,8,17
88057,0,68
88054,3,82
88055,3,60
95728,3,24
95729,8,59
95722,3,13
95723,8,44
95720,8,31
95721,3,39
95726,3,62
95727,3,44
95724,3,40
95725,7,7
145842,3,26
86395,3,37
145843,3,26
2499371,3,18
86394,3,26
86130,3,18
86399,3,26
86398,3,18
86134,3,26
112479,3,56
112478,7,98
112473,8,48
112472,8,48
112471,3,18
112470,3,26
112477,6,26
112476,8,48
112475,8,48
112474,8,48
105989,3,26
107313,3,79
105983,8,48
105982,8,48
105981,3,40
105980,8,59
105987,3,40
105986,8,26
105985,7,25
105984,2,47
101990,3,56
101991,3,97
101992,3,24
101993,3,48
101994,2,95
101995,3,62
101996,8,38
101997,8,37
95324,8,5
2798228,8,5
91728,3,92
91729,8,60
106865,3,26
91727,3,91
106867,3,50
106866,3,40
91722,3,26
91723,3,89
91720,8,80
91721,8,77
93764,3,61
93765,3,6
93766,3,20
93767,4,20
93760,8,26
93761,2,65
93762,7,25
93763,3,93
93768,3,82
93769,3,25
91894,8,12
91895,8,26
91896,7,7
91897,3,95
91890,3,26
91891,3,15
91892,3,6
91893,0,68
91898,3,26
91899,3,26
111353,3,87
111357,8,44
111356,3,87
111355,8,44
111354,3,40
111359,3,89
111358,3,51
93492,8,48
93493,3,6
93490,3,51
93491,3,82
93496,2,65
93497,8,59
93494,8,2
93495,3,40
93498,2,17
93499,3,26
1100681,8,95
98714,7,26
98715,3,6
98716,3,24
98717,3,91
98710,3,97
98711,3,26
98712,2,47
98713,2,47
98718,3,65
98719,3,97
100852,3,26
107805,8,77
100850,3,82
100851,3,2
107800,5,96
107801,3,37
100854,3,37
107803,3,6
100858,3,23
100859,3,92
107808,3,17
107809,3,23
104575,8,5
104574,8,17
104577,3,54
104576,3,89
104571,0,25
104570,3,6
104573,8,42
104572,8,59
104579,8,48
104578,7,7
799969,3,54
